id,date,amount,merchant,merchant_clean,reference,currency,source
L1480,2025-11-25,1507.0,Reliance Mart,reliance mart,QZAC8SLN72,INR,ledger
L1481,2025-10-05,4988.0,Paytm Mall,paytm mall,0UUQUUDQCP,INR,ledger
L1482,2025-11-08,10009.0,Google Play,google play,CSDVVZ7GYA,INR,ledger
L1483,2025-10-24,502.0,Apple Store,apple store,UJ1MW8V8KN,INR,ledger
L1484,2025-10-17,208.0,Myntra,myntra,1Q6GNN84F8,INR,ledger
L1485,2025-11-09,289.0,Uber,uber,SUFRG27D8P,INR,ledger
L1486,2025-10-14,184.0,Air India,air,KXVK3LPZMQ,INR,ledger
L1487,2025-10-13,208.0,DMart,dmart,H6BPRA9Y0T,INR,ledger
L1488,2025-10-07,9990.0,Apple Store,apple store,1JFSBGGKYD,INR,ledger
L1489,2025-11-10,24989.0,BookMyShow,bookmyshow,USLJANX671,INR,ledger
L1490,2025-11-05,24987.0,Netflix,netflix,9ISG07K2H6,INR,ledger
L1491,2025-10-30,782.0,IRCTC,irctc,QT6LT0U7HT,INR,ledger
L1492,2025-11-11,1519.0,Uber,uber,RYO9RAYEVG,INR,ledger
L1493,2025-10-02,10017.0,Swiggy,swiggy,YI2J36LTPJ,INR,ledger
L1494,2025-10-01,1516.0,Paytm Mall,paytm mall,JODIM1UDR2,INR,ledger
L1495,2025-11-07,284.0,BookMyShow,bookmyshow,0890CA6TDB,INR,ledger
L1496,2025-10-24,793.0,Netflix,netflix,VK6DKSQBCP,INR,ledger
L1497,2025-11-09,25017.0,Myntra,myntra,YT281Y99RY,INR,ledger
L1498,2025-11-16,305.0,Apple Store,apple store,DCISANJTJ5,INR,ledger
L1499,2025-11-16,285.0,Paytm Mall,paytm mall,6H646OQAGZ,INR,ledger
L1500,2025-10-12,308.0,Ola,ola,UGFAY7YA3W,INR,ledger
L1501,2025-10-25,4982.0,BigBasket,bigbasket,6990M14HM8,INR,ledger
L1502,2025-10-31,495.0,Swiggy,swiggy,2YMZQPH5UT,INR,ledger
L1503,2025-11-06,217.0,IRCTC,irctc,DFJ71HBK0E,INR,ledger
L1504,2025-10-12,814.0,Paytm Mall,paytm mall,RI2D1ONSPN,INR,ledger
L1505,2025-11-14,1511.0,Amazon India,amazon,IBA725NEHQ,INR,ledger
L1506,2025-10-09,808.0,Netflix,netflix,T3WLANRDYF,INR,ledger
L1507,2025-11-05,316.0,MakeMyTrip,makemytrip,7GWNUGFJY2,INR,ledger
L1508,2025-10-16,10013.0,Apple Store,apple store,CRVG20ZYU4,INR,ledger
L1509,2025-11-21,25010.0,Reliance Mart,reliance mart,5MR4HY5AAZ,INR,ledger
L1510,2025-10-17,9989.0,Spotify,spotify,VPOWDEWIMU,INR,ledger
L1511,2025-11-03,1019.0,Amazon India,amazon,9YLB28L63X,INR,ledger
L1512,2025-11-13,802.0,Uber,uber,7PBKFESN7R,INR,ledger
L1513,2025-10-30,501.0,Flipkart,flipkart,R4FC2U57V7,INR,ledger
L1514,2025-11-22,202.0,Netflix,netflix,OWC8X59ILA,INR,ledger
L1515,2025-11-06,280.0,IRCTC,irctc,D13NASX73J,INR,ledger
L1516,2025-10-02,183.0,Zomato,zomato,EM891TGWV0,INR,ledger
L1517,2025-11-09,780.0,Air India,air,6K6B7O5YY4,INR,ledger
L1518,2025-10-21,803.0,Reliance Mart,reliance mart,XTMZIOCV7C,INR,ledger
L1519,2025-11-10,1002.0,Reliance Mart,reliance mart,JCOX7XDWXE,INR,ledger
L1520,2025-11-28,2488.0,IRCTC,irctc,KZXSTUBTYZ,INR,ledger
L1521,2025-11-11,511.0,IRCTC,irctc,TLBPIJRWF0,INR,ledger
L1522,2025-10-22,2517.0,Paytm Mall,paytm mall,QSXWYTP2YL,INR,ledger
L1523,2025-11-25,999.0,Uber,uber,LCRK99VYPL,INR,ledger
L1524,2025-10-24,1504.0,BigBasket,bigbasket,HE3CY91RS5,INR,ledger
L1525,2025-11-28,1004.0,DMart,dmart,G7U5KR6KU5,INR,ledger
L1526,2025-11-05,24998.0,Reliance Mart,reliance mart,MQDAZ7YNDU,INR,ledger
L1527,2025-10-25,2513.0,IndiGo,indigo,TPHWP1PLAT,INR,ledger
L1528,2025-10-29,509.0,BigBasket,bigbasket,NCFMVZQZAR,INR,ledger
L1529,2025-11-21,25015.0,Google Play,google play,FJ2FVSEIZH,INR,ledger
L1530,2025-10-15,14994.0,Paytm Mall,paytm mall,OTS6H3IMQK,INR,ledger
L1531,2025-10-25,2479.0,Reliance Mart,reliance mart,G973THZZ6T,INR,ledger
L1532,2025-10-24,2519.0,Uber,uber,1W2NH6HYWH,INR,ledger
L1533,2025-11-24,1491.0,Google Play,google play,5A85UNY108,INR,ledger
L1534,2025-10-09,24992.0,Spotify,spotify,THVFSZGE3G,INR,ledger
L1535,2025-10-25,15017.0,Swiggy,swiggy,UALN0A6HG2,INR,ledger
L1536,2025-11-25,201.0,Apple Store,apple store,386I0XOO8K,INR,ledger
L1537,2025-11-13,2508.0,IRCTC,irctc,ZKSH7HISMC,INR,ledger
L1538,2025-11-26,9998.0,Air India,air,IVZJ2WQTN8,INR,ledger
L1539,2025-11-05,24990.0,IndiGo,indigo,4205FGIYAP,INR,ledger
L1540,2025-10-22,197.0,Apple Store,apple store,XBAY412FA5,INR,ledger
L1541,2025-11-30,1505.0,Myntra,myntra,N5DTX6FAD2,INR,ledger
L1542,2025-11-19,14999.0,Amazon India,amazon,V1COE5A85V,INR,ledger
L1543,2025-10-07,789.0,Myntra,myntra,1N43A8MSH3,INR,ledger
L1544,2025-10-04,282.0,Paytm Mall,paytm mall,N51JYWRQNL,INR,ledger
L1545,2025-10-02,180.0,Ola,ola,5FQY3RBE3I,INR,ledger
L1546,2025-10-20,2519.0,BookMyShow,bookmyshow,69FKXCWGXQ,INR,ledger
L1547,2025-10-25,493.0,Air India,air,UWCHJMZKQP,INR,ledger
L1548,2025-10-05,211.0,Netflix,netflix,PMHBO0YY1H,INR,ledger
L1549,2025-10-08,15006.0,Reliance Mart,reliance mart,NO6ZAFQ97M,INR,ledger
L1550,2025-11-24,2494.0,Reliance Mart,reliance mart,NY022UV1CR,INR,ledger
L1551,2025-11-03,15018.0,Uber,uber,SEYZ5YZ1OG,INR,ledger
L1552,2025-11-18,216.0,Flipkart,flipkart,Z59W9CRFLB,INR,ledger
L1553,2025-11-15,803.0,Paytm Mall,paytm mall,QRA9133CFI,INR,ledger
L1554,2025-10-16,1011.0,Amazon India,amazon,88OF9F4C1F,INR,ledger
L1555,2025-10-18,201.0,Zomato,zomato,K2IADXDK1C,INR,ledger
L1556,2025-10-23,24994.0,Flipkart,flipkart,CMP2JMHB5W,INR,ledger
L1557,2025-10-09,1514.0,Apple Store,apple store,UX8IKXRFR7,INR,ledger
L1558,2025-10-18,9997.0,Reliance Mart,reliance mart,LU6K3UQ253,INR,ledger
L1559,2025-11-15,1509.0,Uber,uber,YFX6SUVMNL,INR,ledger
L1560,2025-11-17,319.0,MakeMyTrip,makemytrip,9VXJRIDW7Q,INR,ledger
L1561,2025-10-22,4994.0,Air India,air,OOQC1J4ETT,INR,ledger
L1562,2025-11-25,295.0,Flipkart,flipkart,EDL1H6KH0R,INR,ledger
L1563,2025-11-03,790.0,Air India,air,JIWDMGJAJZ,INR,ledger
L1564,2025-10-10,212.0,Uber,uber,L26H3IMYBM,INR,ledger
L1565,2025-11-05,780.0,Reliance Mart,reliance mart,BPEHV14E3O,INR,ledger
L1566,2025-11-01,492.0,MakeMyTrip,makemytrip,5P8O2G6D74,INR,ledger
L1567,2025-10-26,2486.0,IndiGo,indigo,PA8Y5XLB8X,INR,ledger
L1568,2025-10-28,2518.0,Flipkart,flipkart,2BE9ZYQ59J,INR,ledger
L1569,2025-11-29,5018.0,Amazon India,amazon,4V8P0Q43GK,INR,ledger
L1570,2025-11-01,2492.0,Zomato,zomato,WSLXDYPMZY,INR,ledger
L1571,2025-11-14,987.0,Flipkart,flipkart,HICCKDKUOW,INR,ledger
L1572,2025-11-11,479.0,Swiggy,swiggy,36INE2JB6N,INR,ledger
L1573,2025-11-30,189.0,BigBasket,bigbasket,OX02ZHXP5T,INR,ledger
L1574,2025-10-12,997.0,Apple Store,apple store,3VF9ZI34YZ,INR,ledger
L1575,2025-11-21,296.0,Spotify,spotify,ZBCYQGVUBT,INR,ledger
L1576,2025-11-15,14986.0,MakeMyTrip,makemytrip,AL5KM5BM7Y,INR,ledger
L1577,2025-11-08,1495.0,Ola,ola,5TKJEVYPG1,INR,ledger
L1578,2025-10-05,788.0,BookMyShow,bookmyshow,FL67Y9BGWW,INR,ledger
L1579,2025-10-24,812.0,Paytm Mall,paytm mall,6IDIWCQX1Q,INR,ledger
L1580,2025-10-01,14989.0,Uber,uber,82SQWWSWCG,INR,ledger
L1581,2025-10-08,814.0,IndiGo,indigo,ZCA8XJ1U29,INR,ledger
L1582,2025-11-30,981.0,DMart,dmart,WHQ0AT5A5K,INR,ledger
L1583,2025-11-01,5003.0,Google Play,google play,H3I6SAUYIB,INR,ledger
L1584,2025-10-28,24996.0,Zomato,zomato,Y223PAOA6U,INR,ledger
L1585,2025-10-12,194.0,Uber,uber,GJBROF1OA6,INR,ledger
L1586,2025-10-09,513.0,Air India,air,03YNTNM4RZ,INR,ledger
L1587,2025-10-28,1494.0,Uber,uber,EBOT841XRT,INR,ledger
L1588,2025-10-15,217.0,Myntra,myntra,U7I41G5ZPN,INR,ledger
L1589,2025-10-13,202.0,Swiggy,swiggy,L1ZVPVUB6Y,INR,ledger
L1590,2025-10-01,15018.0,Reliance Mart,reliance mart,99VWJ9BJI5,INR,ledger
L1591,2025-11-18,4996.0,Reliance Mart,reliance mart,F6SWT8897Z,INR,ledger
L1592,2025-10-12,9994.0,Uber,uber,S2QSJJ69I6,INR,ledger
L1593,2025-10-19,5011.0,Netflix,netflix,AGCAZD2HFU,INR,ledger
L1594,2025-10-04,505.0,Zomato,zomato,R67VG1JV6G,INR,ledger
L1595,2025-11-01,2505.0,Zomato,zomato,76TR1XUARC,INR,ledger
L1596,2025-11-26,4988.0,Reliance Mart,reliance mart,P89DSHLATW,INR,ledger
L1597,2025-10-21,14985.0,Flipkart,flipkart,5528DVPQZL,INR,ledger
L1598,2025-10-06,2497.0,Reliance Mart,reliance mart,7TNZF1J7K0,INR,ledger
L1599,2025-11-25,992.0,BookMyShow,bookmyshow,QBRJE69NLQ,INR,ledger
L1600,2025-11-27,14985.0,Spotify,spotify,LWTBEHY47C,INR,ledger
L1601,2025-11-13,185.0,Uber,uber,D3V97ZO1IK,INR,ledger
L1602,2025-11-05,2492.0,BookMyShow,bookmyshow,YINPY73T3M,INR,ledger
L1603,2025-11-01,195.0,IRCTC,irctc,XJ71WS4T4I,INR,ledger
L1604,2025-10-17,4995.0,Netflix,netflix,A7XVE3CBSG,INR,ledger
L1605,2025-10-12,14989.0,IRCTC,irctc,KZG8XCOSE2,INR,ledger
L1606,2025-11-28,4995.0,Reliance Mart,reliance mart,J46WYBJQ2K,INR,ledger
L1607,2025-11-14,1019.0,Paytm Mall,paytm mall,BUNKXMPSYV,INR,ledger
L1608,2025-11-07,5017.0,Apple Store,apple store,ZAUULRTFWW,INR,ledger
L1609,2025-11-24,2479.0,Air India,air,JRGRV10S9T,INR,ledger
L1610,2025-11-20,779.0,IRCTC,irctc,D2OHLFSZRD,INR,ledger
L1611,2025-10-05,492.0,Google Play,google play,YOAV2NE18C,INR,ledger
L1612,2025-11-02,5016.0,Air India,air,4QWEWXX0H1,INR,ledger
L1613,2025-11-28,984.0,Flipkart,flipkart,K1DG0TNDN2,INR,ledger
L1614,2025-11-18,4983.0,Paytm Mall,paytm mall,26PRLMUUCD,INR,ledger
L1615,2025-10-30,999.0,Swiggy,swiggy,G607HCWHUW,INR,ledger
L1616,2025-10-06,1503.0,Paytm Mall,paytm mall,OJ30CUW54O,INR,ledger
L1617,2025-11-10,5007.0,Zomato,zomato,UXX3DWI60G,INR,ledger
L1618,2025-10-30,2489.0,DMart,dmart,7QA35U69IP,INR,ledger
L1619,2025-10-07,10000.0,Netflix,netflix,Z7JOLRA0B9,INR,ledger
L1620,2025-10-19,4980.0,Uber,uber,S2IKKDNL4Q,INR,ledger
L1621,2025-11-17,990.0,Uber,uber,8MERU741IR,INR,ledger
L1622,2025-11-10,185.0,IRCTC,irctc,WLXV8LXQZR,INR,ledger
L1623,2025-10-18,780.0,MakeMyTrip,makemytrip,RV4PS5VKDB,INR,ledger
L1624,2025-11-21,496.0,IRCTC,irctc,EBAHXDTGR6,INR,ledger
L1625,2025-10-01,5009.0,Zomato,zomato,BR0553CYNL,INR,ledger
L1626,2025-10-23,501.0,IRCTC,irctc,FARY25DDDK,INR,ledger
L1627,2025-10-05,1497.0,Ola,ola,MDO2E46514,INR,ledger
L1628,2025-10-12,309.0,Swiggy,swiggy,C84GWMZQHB,INR,ledger
L1629,2025-10-21,1005.0,Air India,air,ZMCB9BNUTP,INR,ledger
L1630,2025-11-25,4980.0,Zomato,zomato,3SVYSPR957,INR,ledger
L1631,2025-10-08,487.0,BookMyShow,bookmyshow,HNK88GSAH3,INR,ledger
L1632,2025-10-13,24995.0,BigBasket,bigbasket,YHF3CU3UKI,INR,ledger
L1633,2025-11-20,4996.0,Amazon India,amazon,ZN2J0X1IB5,INR,ledger
L1634,2025-10-03,291.0,Netflix,netflix,FQBVHUW7C6,INR,ledger
L1635,2025-10-07,786.0,Google Play,google play,ILJZW96ZGE,INR,ledger
L1636,2025-11-30,487.0,Reliance Mart,reliance mart,49RCGUFNVB,INR,ledger
L1637,2025-10-29,5012.0,Uber,uber,U7TWG9NZQ1,INR,ledger
L1638,2025-10-30,1504.0,MakeMyTrip,makemytrip,JZIUW7736C,INR,ledger
L1639,2025-10-20,24979.0,Flipkart,flipkart,OC29XC66Z9,INR,ledger
L1640,2025-11-12,2515.0,DMart,dmart,QNTO4KRLSH,INR,ledger
L1641,2025-10-29,512.0,MakeMyTrip,makemytrip,241819DYQW,INR,ledger
L1642,2025-11-23,296.0,Air India,air,N92K0PZHKP,INR,ledger
L1643,2025-10-14,4981.0,BookMyShow,bookmyshow,XEEBR1PUDU,INR,ledger
L1644,2025-11-05,24990.0,Reliance Mart,reliance mart,AHTM2QEWQD,INR,ledger
L1645,2025-11-28,24986.0,Ola,ola,81YUDAUQUG,INR,ledger
L1646,2025-11-13,14983.0,Google Play,google play,DH4BNFHNFX,INR,ledger
L1647,2025-10-26,188.0,DMart,dmart,D8BZDOJVIH,INR,ledger
L1648,2025-11-11,307.0,Myntra,myntra,JZ7QKBXB3Z,INR,ledger
L1649,2025-11-19,507.0,Netflix,netflix,7D76OSP2M8,INR,ledger
L1650,2025-11-12,2480.0,IndiGo,indigo,PSNCFOEPZJ,INR,ledger
L1651,2025-10-23,481.0,Apple Store,apple store,5NIAOYPE8Y,INR,ledger
L1652,2025-10-10,1501.0,Reliance Mart,reliance mart,C8LRZYKN7H,INR,ledger
L1653,2025-11-22,10005.0,Paytm Mall,paytm mall,DI250EPZ55,INR,ledger
L1654,2025-10-03,2518.0,MakeMyTrip,makemytrip,T0U9Q5HRT0,INR,ledger
L1655,2025-10-08,24991.0,Amazon India,amazon,5DQR0GQJKF,INR,ledger
L1656,2025-10-03,287.0,DMart,dmart,1OM2SZ18V3,INR,ledger
L1657,2025-10-27,10007.0,Zomato,zomato,1C6A76YUF6,INR,ledger
L1658,2025-11-13,782.0,Zomato,zomato,W23L4RLXR1,INR,ledger
L1659,2025-11-03,4993.0,BookMyShow,bookmyshow,JFKJNYH772,INR,ledger
L1660,2025-10-09,1003.0,BookMyShow,bookmyshow,9HZXZUKDVP,INR,ledger
L1661,2025-11-07,487.0,Myntra,myntra,XLZ1EGHEPK,INR,ledger
L1662,2025-10-06,481.0,Myntra,myntra,CKSQ85K6YZ,INR,ledger
L1663,2025-11-12,10012.0,Ola,ola,C4U7YGYVRV,INR,ledger
L1664,2025-10-31,2486.0,MakeMyTrip,makemytrip,VZLVNCQLEE,INR,ledger
L1665,2025-11-23,5016.0,DMart,dmart,JA03M7BUVI,INR,ledger
L1666,2025-10-01,191.0,Swiggy,swiggy,BLTTZD9LAD,INR,ledger
L1667,2025-11-08,289.0,Apple Store,apple store,79DONOMV9D,INR,ledger
L1668,2025-11-21,802.0,MakeMyTrip,makemytrip,KVDMOV4IAL,INR,ledger
L1669,2025-11-12,14982.0,Myntra,myntra,9A3QSHO538,INR,ledger
L1670,2025-11-10,314.0,IndiGo,indigo,5VVECX3CR5,INR,ledger
L1671,2025-11-21,15018.0,Uber,uber,206IE1AITB,INR,ledger
L1672,2025-11-01,2491.0,Reliance Mart,reliance mart,E0VMM15LZO,INR,ledger
L1673,2025-11-02,25001.0,Swiggy,swiggy,O25IIDQKSD,INR,ledger
L1674,2025-10-04,1489.0,Swiggy,swiggy,KHRNA944YN,INR,ledger
L1675,2025-11-28,483.0,MakeMyTrip,makemytrip,LWPS32HF5L,INR,ledger
L1676,2025-10-08,1479.0,BookMyShow,bookmyshow,LEGQFXTEHZ,INR,ledger
L1677,2025-11-09,14995.0,BookMyShow,bookmyshow,DFHDX2SO5L,INR,ledger
L1678,2025-10-10,14996.0,Reliance Mart,reliance mart,YJC876BSQL,INR,ledger
L1679,2025-10-24,24985.0,IndiGo,indigo,JEG59DD168,INR,ledger
L1680,2025-10-22,311.0,Ola,ola,RFXNIP7VC6,INR,ledger
L1681,2025-11-12,787.0,Flipkart,flipkart,PLC2SH3VPO,INR,ledger
L1682,2025-11-05,5016.0,Paytm Mall,paytm mall,OROQSC6OBD,INR,ledger
L1683,2025-11-24,219.0,DMart,dmart,F1HQSF236B,INR,ledger
L1684,2025-10-04,301.0,DMart,dmart,YXF6G9FM7G,INR,ledger
L1685,2025-10-16,25011.0,Air India,air,OWW2LKVBEO,INR,ledger
L1686,2025-11-25,2493.0,Flipkart,flipkart,WLDR6FAYYW,INR,ledger
L1687,2025-11-21,995.0,Swiggy,swiggy,YEOE7ZZ6PE,INR,ledger
L1688,2025-11-04,1503.0,BookMyShow,bookmyshow,ZNK32Z5M4E,INR,ledger
L1689,2025-11-09,9998.0,Zomato,zomato,45KTS9QSVJ,INR,ledger
L1690,2025-10-09,987.0,DMart,dmart,QT7FWXLO92,INR,ledger
L1691,2025-10-21,787.0,MakeMyTrip,makemytrip,LHX4C3VMDQ,INR,ledger
L1692,2025-10-09,989.0,BigBasket,bigbasket,BHUA8XWMC0,INR,ledger
L1693,2025-11-01,24989.0,Reliance Mart,reliance mart,VWODFLUBTA,INR,ledger
L1694,2025-11-16,1013.0,IRCTC,irctc,LI8J7E1D4N,INR,ledger
L1695,2025-10-01,282.0,Uber,uber,42CB8QQCJR,INR,ledger
L1696,2025-11-08,2517.0,DMart,dmart,3YHKK2ZPOW,INR,ledger
L1697,2025-11-01,482.0,Apple Store,apple store,OACMV4560N,INR,ledger
L1698,2025-11-29,2491.0,Flipkart,flipkart,1AFE8IJYEC,INR,ledger
L1699,2025-10-20,15016.0,MakeMyTrip,makemytrip,AJ0WQ6XK9Q,INR,ledger
L1700,2025-10-13,24995.0,BookMyShow,bookmyshow,4PHO07YTXA,INR,ledger
L1701,2025-10-13,25002.0,MakeMyTrip,makemytrip,B8YLN5XFAB,INR,ledger
L1702,2025-11-22,191.0,MakeMyTrip,makemytrip,4E9CVMXRCU,INR,ledger
L1703,2025-11-01,179.0,Reliance Mart,reliance mart,H8Z56LYWUC,INR,ledger
L1704,2025-10-08,482.0,DMart,dmart,AFX3ZV5Y1F,INR,ledger
L1705,2025-11-24,191.0,IndiGo,indigo,ZLDMLXSPE4,INR,ledger
L1706,2025-10-31,25017.0,Amazon India,amazon,SCGAWIR29T,INR,ledger
L1707,2025-11-24,990.0,Reliance Mart,reliance mart,547PBNYQHU,INR,ledger
L1708,2025-10-24,10009.0,Apple Store,apple store,M8WNXONGMM,INR,ledger
L1709,2025-10-01,1015.0,DMart,dmart,0S29HAXVM0,INR,ledger
L1710,2025-10-07,10004.0,MakeMyTrip,makemytrip,00KQIB6ITW,INR,ledger
L1711,2025-11-07,15005.0,Uber,uber,EG2N7WLSD1,INR,ledger
L1712,2025-11-29,15008.0,IndiGo,indigo,69NMTKAGSM,INR,ledger
L1713,2025-10-12,784.0,Zomato,zomato,ZD66II6U46,INR,ledger
L1714,2025-11-01,9992.0,Amazon India,amazon,8FMTR6H6CQ,INR,ledger
L1715,2025-10-10,2518.0,Uber,uber,C17OU4W820,INR,ledger
L1716,2025-11-26,204.0,Swiggy,swiggy,W892ECDWK0,INR,ledger
L1717,2025-10-14,303.0,Swiggy,swiggy,SR3RTK7UZQ,INR,ledger
L1718,2025-11-13,25005.0,DMart,dmart,KVCHY7HP9N,INR,ledger
L1719,2025-11-10,1019.0,Uber,uber,U8343PVEBO,INR,ledger
L1720,2025-10-02,188.0,BigBasket,bigbasket,PA2T55D911,INR,ledger
L1721,2025-10-12,24980.0,Flipkart,flipkart,WUFPUAP1V9,INR,ledger
L1722,2025-11-28,24997.0,Amazon India,amazon,3L4YWV89MB,INR,ledger
L1723,2025-10-16,489.0,IndiGo,indigo,VNGVTFIG6M,INR,ledger
L1724,2025-11-21,482.0,Uber,uber,4TYNI12VKA,INR,ledger
L1725,2025-10-19,9986.0,Spotify,spotify,XJ980YJ6SG,INR,ledger
L1726,2025-10-13,996.0,DMart,dmart,KQQKRP9DU1,INR,ledger
L1727,2025-11-25,301.0,Google Play,google play,UW4LP484NK,INR,ledger
L1728,2025-11-28,15002.0,IRCTC,irctc,77409NZSFQ,INR,ledger
L1729,2025-11-23,1012.0,Paytm Mall,paytm mall,Q5L1C15A0Q,INR,ledger
L1730,2025-11-15,1518.0,Flipkart,flipkart,0AEV44I9GF,INR,ledger
L1731,2025-10-15,507.0,Amazon India,amazon,R467JLB3VG,INR,ledger
L1732,2025-11-01,315.0,BigBasket,bigbasket,00L6O5P9FH,INR,ledger
L1733,2025-11-12,483.0,Amazon India,amazon,R2NNPBB4HI,INR,ledger
L1734,2025-11-02,800.0,Myntra,myntra,0998XEENL7,INR,ledger
L1735,2025-10-02,201.0,IndiGo,indigo,LGO33RUH95,INR,ledger
L1736,2025-10-07,9997.0,Spotify,spotify,SC6E7FDB2X,INR,ledger
L1737,2025-11-21,5013.0,IRCTC,irctc,I1A2HPDGWT,INR,ledger
L1738,2025-10-10,1011.0,Paytm Mall,paytm mall,GU1JJ6OK26,INR,ledger
L1739,2025-11-02,1496.0,Reliance Mart,reliance mart,WXZB68ZFZI,INR,ledger
L1740,2025-11-26,2505.0,Uber,uber,YJCRHNSJ53,INR,ledger
L1741,2025-11-07,2489.0,Swiggy,swiggy,O0TEMV7I5O,INR,ledger
L1742,2025-10-12,1509.0,Google Play,google play,53HFDNXDIH,INR,ledger
L1743,2025-10-27,488.0,Google Play,google play,XAZ3H3Y6DP,INR,ledger
L1744,2025-11-14,1008.0,Swiggy,swiggy,3C7VV17LXK,INR,ledger
L1745,2025-10-30,2483.0,Ola,ola,YB6NSLSZCE,INR,ledger
L1746,2025-10-14,2505.0,Ola,ola,5GD2BNZAAM,INR,ledger
L1747,2025-11-10,25000.0,Uber,uber,YQ680FJQ2S,INR,ledger
L1748,2025-10-07,992.0,Paytm Mall,paytm mall,JOXG9PGG24,INR,ledger
L1749,2025-11-14,1515.0,Spotify,spotify,GNODK00CQE,INR,ledger
L1750,2025-11-03,1500.0,Ola,ola,PF8AM0XZIJ,INR,ledger
L1751,2025-10-14,1005.0,Myntra,myntra,RKA2455EHP,INR,ledger
L1752,2025-10-21,1018.0,BigBasket,bigbasket,JLNAI09P17,INR,ledger
L1753,2025-11-05,317.0,Uber,uber,GI4O434A5M,INR,ledger
L1754,2025-10-21,25010.0,Netflix,netflix,X3LUS4ELH9,INR,ledger
L1755,2025-11-20,307.0,Google Play,google play,S6LZ9X6XGK,INR,ledger
L1756,2025-11-26,1019.0,Uber,uber,HF7HBW8M0S,INR,ledger
L1757,2025-10-21,513.0,Flipkart,flipkart,IKGZVFFBHL,INR,ledger
L1758,2025-11-26,5004.0,Amazon India,amazon,9E4S4Y039D,INR,ledger
L1759,2025-10-29,1004.0,Apple Store,apple store,WDGLSTEZV8,INR,ledger
L1760,2025-11-14,213.0,Ola,ola,85OXAHC7S9,INR,ledger
L1761,2025-10-17,15011.0,Paytm Mall,paytm mall,15G8CVO8SJ,INR,ledger
L1762,2025-11-15,482.0,Paytm Mall,paytm mall,POHEOCSJNP,INR,ledger
L1763,2025-10-22,9985.0,Swiggy,swiggy,6GJZ0VDQE1,INR,ledger
L1764,2025-10-14,9994.0,Air India,air,8EKGR2XPVE,INR,ledger
L1765,2025-10-08,14991.0,Apple Store,apple store,WH2UPP9WN4,INR,ledger
L1766,2025-10-17,15004.0,Swiggy,swiggy,O17NZLA4H2,INR,ledger
L1767,2025-10-23,303.0,Paytm Mall,paytm mall,EAM9WEQJSM,INR,ledger
L1768,2025-10-19,510.0,MakeMyTrip,makemytrip,PQK6WC9MOD,INR,ledger
L1769,2025-11-10,5015.0,Netflix,netflix,LKA8IYDET4,INR,ledger
L1770,2025-10-08,215.0,MakeMyTrip,makemytrip,AW2IGHTR7S,INR,ledger
L1771,2025-11-02,24991.0,IndiGo,indigo,OXD5BX122O,INR,ledger
L1772,2025-11-19,1491.0,Reliance Mart,reliance mart,69R2PSLE2Z,INR,ledger
L1773,2025-10-09,517.0,Netflix,netflix,X0LTFYA0BJ,INR,ledger
L1774,2025-11-27,314.0,BigBasket,bigbasket,URDHBF28PD,INR,ledger
L1775,2025-11-01,1011.0,DMart,dmart,OQ32XLOAQT,INR,ledger
L1776,2025-11-12,1493.0,BookMyShow,bookmyshow,NFPE0PN69J,INR,ledger
L1777,2025-10-06,24984.0,Swiggy,swiggy,97KODJEVKK,INR,ledger
L1778,2025-10-26,25002.0,BigBasket,bigbasket,LBA0O6B5AF,INR,ledger
L1779,2025-11-25,201.0,Google Play,google play,8GZAPDM5CL,INR,ledger
L1780,2025-10-14,1515.0,Paytm Mall,paytm mall,SMEYT2S6YL,INR,ledger
L1781,2025-11-02,4985.0,BookMyShow,bookmyshow,RKLXNJQ4JW,INR,ledger
L1782,2025-11-23,2516.0,Air India,air,FBXQFJMEZ8,INR,ledger
L1783,2025-11-05,25005.0,IndiGo,indigo,ZI4XBAGET0,INR,ledger
L1784,2025-10-09,985.0,Apple Store,apple store,GUGMP11V4N,INR,ledger
L1785,2025-10-07,4989.0,Paytm Mall,paytm mall,F17B6FLG69,INR,ledger
L1786,2025-11-19,10019.0,Flipkart,flipkart,VU08Z11EC4,INR,ledger
L1787,2025-11-15,516.0,IRCTC,irctc,RV8X34RA78,INR,ledger
L1788,2025-11-29,212.0,IRCTC,irctc,AYTWZX02D5,INR,ledger
L1789,2025-10-08,1496.0,BookMyShow,bookmyshow,SNKS1AZUSO,INR,ledger
L1790,2025-10-31,9981.0,Air India,air,ZRTAJRYOYH,INR,ledger
L1791,2025-11-06,2494.0,Myntra,myntra,1TT081PYC9,INR,ledger
L1792,2025-10-06,190.0,IndiGo,indigo,AC5R8WAEZ9,INR,ledger
L1793,2025-11-28,1018.0,Swiggy,swiggy,VCB1UAPPLV,INR,ledger
L1794,2025-11-05,2486.0,Google Play,google play,7HQJ72VSHK,INR,ledger
L1795,2025-11-18,293.0,DMart,dmart,8TUNS1PDSO,INR,ledger
L1796,2025-10-26,1003.0,MakeMyTrip,makemytrip,TXGVRW53PO,INR,ledger
L1797,2025-10-27,815.0,Flipkart,flipkart,DGOX1DIM4O,INR,ledger
L1798,2025-10-08,979.0,Netflix,netflix,WRA500NGHT,INR,ledger
L1799,2025-11-27,280.0,Swiggy,swiggy,RUZ8BRHQHJ,INR,ledger
L1800,2025-10-15,24981.0,MakeMyTrip,makemytrip,JGYKPJWTOL,INR,ledger
