id,date,amount,merchant,reference,currency
B1249,2025-11-24,14989,Zomato,Y4KJTSDO9U,INR
B1250,2025-10-20,1497,Flipkart,R5BDGXT41G,INR
B1251,2025-11-11,1519,Uber,UHDC7PJG0Q,INR
B1252,2025-10-05,781,Air India India,D6I3P8YKMC,INR
B1253,2025-11-28,4983,DMart,UMGEYMI2H1,INR
B1254,2025-10-31,9995,IndiGo,9CGQ4IWJ5N,INR
B1255,2025-11-27,2490,Spotify,AZQ69RX5AO,INR
B1256,2025-11-29,10017,Zomato,PTJ8C4QU7U,INR
B1257,2025-10-29,2517,Flipkart,2BE9ZYQ59J,INR
B1258,2025-10-04,24980,Zomato India,WPKLUKZKKS,INR
B1259,2025-11-26,2510,Amazon,S7YSPFQGZ8,INR
B1260,2025-10-13,2519,BigBasket,TSHN3WKGKC,INR
B1261,2025-11-10,2491,indigo,OVS4OT28WZ,INR
B1262,2025-10-20,10015,Myntra India,5U11CKXOBQ,INR
B1263,2025-11-01,2483,BookMyShow,B1MGCPW8RS,INR
B1264,2025-10-27,5028,flipkart,FY2LH6LHD6,INR
B1265,2025-11-27,24970,BIGBASKET,7BIC19RMEI,INR
B1266,2025-10-15,15008,Zomato,PEA6491WFY,INR
B1267,2025-10-10,15008,Zomato,1RHECV1EXY,INR
B1268,2025-10-25,9976,UBER,MYNJ9ZXTH6,INR
B1269,2025-11-15,15003,GOOGLE PLAY,NHIJZCB69N,INR
B1270,2025-10-29,25010,bigbasket,QS38VR13B5,INR
B1271,2025-11-02,325,Air India India,ZZH7UMNZ3E,INR
B1272,2025-11-15,10011,IRCTC,N30FFLX8NH,INR
B1273,2025-10-09,24987,air india,KCPA5Q78NZ,INR
B1274,2025-10-25,5007,PaytmMall,KB0T27TDJU,INR
B1275,2025-11-20,205,GooglePlay,J7HS7RHY4K,INR
B1276,2025-11-27,25008,swiggy,2N8LGOR43N,INR
B1277,2025-10-14,25001,Spotify,T53POXN49E,INR
B1278,2025-11-11,792,Amazon.India,BB12A63WYI,INR
B1279,2025-11-27,24997,SPOTIFY,5N3IQ2PIHM,INR
B1280,2025-11-23,988,Flipkart,8P64G9M8V9,INR
B1281,2025-11-07,2520,Spotify,2DAN902DCU,INR
B1282,2025-10-27,14986,PaytmMall,7IY6HPREVG,INR
B1283,2025-11-28,9993,Myntra,IC82YZXX5Y,INR
B1284,2025-10-12,5017,IndiGo,ORITTSTMVG,INR
B1285,2025-11-24,1498,uber,UE067ZDBDQ,INR
B1286,2025-10-30,25022,swiggy,X396IQ6KHW,INR
B1287,2025-10-08,14995,dmart,TI4LOZ47Q9,INR
B1288,2025-10-23,199,FLIPKART,P3F6QU744L,INR
B1289,2025-11-04,24989,Netflix India,9ISG07K2H6,INR
B1290,2025-10-05,493,Uber,YOINZ2RLKH,INR
B1291,2025-11-22,25006,BigBasket,C469XI41PQ,INR
B1292,2025-10-26,517,google play,WETHBLANCQ,INR
B1293,2025-10-04,5001,Paytm,821PX9XGNK,INR
B1294,2025-11-15,986,Apple.Store,3M0VJCVLUE,INR
B1295,2025-10-04,292,AirIndia,0T5INB38VT,INR
B1296,2025-10-22,296,BigBasket,VOF1H176Q3,INR
B1297,2025-10-02,10015,makemytrip,1C5RIK2VP2,INR
B1298,2025-10-18,14981,Flipkart India,QMMC6BKYIT,INR
B1299,2025-10-06,14999,Myntra,86EQWIARW3,INR
B1300,2025-10-22,285,MakeMyTrip,E6O6MZVFUS,INR
B1301,2025-11-29,2500,Spotify India,HBXQ63YMNZ,INR
B1302,2025-11-16,2525,AppleStore,UOEZEZ01XZ,INR
B1303,2025-11-09,782,Swiggy,U88F7YORMU,INR
B1304,2025-10-14,219,DMart,CA50DV4C8E,INR
B1305,2025-10-07,1491,DMart,MRRUMJTMIJ,INR
B1306,2025-10-24,197,Amazon.India,86PMD4MCNM,INR
B1307,2025-11-26,2490,Flipkart,WLDR6FAYYW,INR
B1308,2025-11-07,991,Ola,OMZGEGPJLM,INR
B1309,2025-10-05,1491,Myntra India,DA0OUVDVYV,INR
B1310,2025-11-23,183,BIGBASKET,OAFOPG8L2F,INR
B1311,2025-10-13,24996,myntra,RVIJ6WN7D1,INR
B1312,2025-10-04,15003,Apple,RC85APLCP5,INR
B1313,2025-10-27,4999,IRCTC India,FEXUT8E0HA,INR
B1314,2025-11-21,211,ola,3YMUS70AD4,INR
B1315,2025-10-04,502,MYNTRA,S64BE5DXX9,INR
B1316,2025-10-29,1513,AMAZON INDIA,B1PQ4O4JLZ,INR
B1317,2025-11-22,4990,DMart,IDRU0CQS11,INR
B1318,2025-10-04,1491,IRCTC,ZENFQXL0UW,INR
B1319,2025-11-22,15015,BigBasket India,ACKOR1FOY0,INR
B1320,2025-10-23,278,irctc,L1R2AZL2KM,INR
B1321,2025-11-07,5017,IRCTC,LCC3N8YE7B,INR
B1322,2025-11-01,283,BigBasket,KOLC6HFMFJ,INR
B1323,2025-10-28,489,IndiGo,XU6RH8PF08,INR
B1324,2025-11-02,297,AIR INDIA,TULOP64H67,INR
B1325,2025-10-03,509,AIR INDIA,WTEQ2SYDSM,INR
B1326,2025-11-12,15011,MakeMyTrip,ZLBY30P3P7,INR
B1327,2025-11-09,986,uber,SEBDOGA8L6,INR
B1328,2025-10-30,15024,PaytmMall,7LHA5LW6JR,INR
B1329,2025-10-29,14997,Amazon.India,NQWBHZQ47N,INR
B1330,2025-11-14,2493,reliance mart,WJT0XCOBRP,INR
B1331,2025-11-25,1491,Reliance.Mart,W7VYHDEKMP,INR
B1332,2025-11-27,1508,amazon india,JEL61OFGJA,INR
B1333,2025-11-12,10008,DMart India,7WPM9MNYQN,INR
B1334,2025-11-20,292,Paytm Mall India,QXKHL3S1C7,INR
B1335,2025-11-12,1512,Spotify,UISITKEUXT,INR
B1336,2025-10-22,816,NETFLIX,0LHTQUOF7A,INR
B1337,2025-10-05,2482,IndiGo,03QTK7WRBF,INR
B1338,2025-11-25,15008,bigbasket,F5H0RW6ESH,INR
B1339,2025-11-10,2491,IndiGo India,CU3WIHQSI1,INR
B1340,2025-11-16,5000,BookMyShow,VCF0E7KBHB,INR
B1341,2025-11-22,4990,Ola,V38JXR5W30,INR
B1342,2025-10-11,189,AmazonIndia,K1VJEOVA8D,INR
B1343,2025-11-08,4997,AppleStore,HP2UA70A74,INR
B1344,2025-11-14,25009,RELIANCE MART,E5Q2JXRT2N,INR
B1345,2025-11-11,4983,MakeMyTrip,M5VIF66QR4,INR
B1346,2025-11-29,498,uber,Z10N0HTOAK,INR
B1347,2025-11-07,1493,Uber India,T6HBKD4SCG,INR
B1348,2025-11-27,795,apple store,UKF4KQASXJ,INR
B1349,2025-10-24,10003,Zomato,IBI3ESOJUB,INR
B1350,2025-11-30,10012,IRCTC,9HCL7KLB6D,INR
B1351,2025-12-01,799,zomato,VTROOTBJZ9,INR
B1352,2025-11-13,1012,SWIGGY,3C7VV17LXK,INR
B1353,2025-10-05,1012,DMart,RMBHRQYQZE,INR
B1354,2025-10-04,284,DMart,1OM2SZ18V3,INR
B1355,2025-10-03,217,BIGBASKET,VA2BP1J861,INR
B1356,2025-11-03,1013,netflix,OBUMAQKW5Z,INR
B1357,2025-10-22,983,netflix,G4K49XX4EJ,INR
B1358,2025-11-26,1009,MakeMyTrip,7HI5KVTGAV,INR
B1359,2025-10-20,1018,Zomato,QYHYK121QW,INR
B1360,2025-11-14,819,Netflix,AAKUMNX5RA,INR
B1361,2025-10-02,9974,GooglePlay,VWPIPTOBZI,INR
B1362,2025-10-14,300,BOOKMYSHOW,RCWHTPKWHF,INR
B1363,2025-11-25,5019,Myntra,5RQRJGE9VA,INR
B1364,2025-10-06,9994,NETFLIX,FECK4I3LFH,INR
B1365,2025-10-28,521,FLIPKART,DROVPWBVYP,INR
B1366,2025-11-25,5011,DMart,XXCV0JD38Q,INR
B1367,2025-10-18,5019,Myntra,Z1K5UZJBIQ,INR
B1368,2025-11-24,1010,IndiGo India,XFIC6PE2UW,INR
B1369,2025-11-10,14976,apple store,21Q2QL1FGK,INR
B1370,2025-11-08,514,MakeMyTrip,CA53ZW3ZC2,INR
B1371,2025-10-16,5025,Amazon India India,8AL3DA8THM,INR
B1372,2025-10-26,10000,Myntra,9YYCKYK3JD,INR
B1373,2025-10-12,1516,IndiGo India,CMT7VY6WZE,INR
B1374,2025-11-11,318,DMart,48ZDUNOMBZ,INR
B1375,2025-11-01,984,Uber,WV5EPG5OYP,INR
B1376,2025-10-10,25018,DMart,AZLO6CURJY,INR
B1377,2025-11-14,493,BookMyShow India,3Q9F4L5375,INR
B1378,2025-10-11,24987,Ola,TEKZEOWEIF,INR
B1379,2025-11-05,25007,Flipkart,WJCIU1BDSU,INR
B1380,2025-10-29,1517,IRCTC India,OMMLS30ZGP,INR
B1381,2025-11-21,1017,Amazon,11T8VK6FVS,INR
B1382,2025-11-09,506,spotify,FTPMLZ8EGK,INR
B1383,2025-11-22,985,BigBasket,XFOJI57DBB,INR
B1384,2025-10-14,14992,BigBasket,VMSAGHKGA4,INR
B1385,2025-11-15,780,reliance mart,DPQPP22LTP,INR
B1386,2025-11-10,301,BOOKMYSHOW,M2TU1FN2LX,INR
B1387,2025-10-16,508,AmazonIndia,R467JLB3VG,INR
B1388,2025-11-02,289,BigBasket,QOJBN1OV1F,INR
B1389,2025-10-01,14981,Paytm Mall India,UYGF42AC7M,INR
B1390,2025-11-30,4998,Zomato,JQ3UIJSA64,INR
B1391,2025-12-01,24989,indigo,8KDFUZURH7,INR
B1392,2025-10-16,221,PAYTM MALL,LCPTJ0LPVA,INR
B1393,2025-10-23,5000,Spotify,BLL8LA0N0F,INR
B1394,2025-11-09,220,IRCTC India,IRHHV3P1U9,INR
B1395,2025-11-14,10000,MakeMyTrip India,AWUICWN02T,INR
B1396,2025-11-09,9987,Google.Play,265D5KWLY6,INR
B1397,2025-10-26,25022,Amazon.India,5UNDUI9CHA,INR
B1398,2025-09-30,799,Swiggy,T43J6G6WMV,INR
B1399,2025-10-10,10011,OLA,60GISMFUA0,INR
B1400,2025-10-17,499,INDIGO,VNGVTFIG6M,INR
B1401,2025-10-09,4982,Swiggy India,UORSTW57OD,INR
B1402,2025-11-26,9998,Amazon.India,9VHGFVIO17,INR
B1403,2025-10-14,1510,ola,6YR81RR4PD,INR
B1404,2025-11-18,9993,ZOMATO,FI3O732U9R,INR
B1405,2025-10-29,4997,Apple Store India,6L1BSS68HY,INR
B1406,2025-11-21,15020,Swiggy,4V5XCY4U9B,INR
B1407,2025-10-15,1500,Amazon.India,9X6A7E7YSX,INR
B1408,2025-11-11,487,Myntra,7KQAKUMMQN,INR
B1409,2025-11-09,2503,IRCTC,6DUGRU2WB9,INR
B1410,2025-11-25,14985,Swiggy India,APGXWPKDHI,INR
B1411,2025-11-16,814,spotify,64X2NIVEF2,INR
B1412,2025-10-26,25026,Google,DUJTZ3XQHD,INR
B1413,2025-10-30,274,IndiGo India,OX35WRZ3K9,INR
B1414,2025-11-22,10000,Spotify,W0GVWIV2ZC,INR
B1415,2025-11-12,307,Netflix,L93W1UBT51,INR
B1416,2025-10-26,5023,APPLE STORE,7GSZ5LP12V,INR
B1417,2025-11-01,15001,BigBasket,1BGYTPAG1W,INR
B1418,2025-11-14,2494,IRCTC,KYDBYSC7HW,INR
B1419,2025-10-26,10017,MakeMyTrip India,BEGJMJPPDC,INR
B1420,2025-10-06,24971,Myntra,ZRXQTUCLXS,INR
B1421,2025-11-25,204,Apple,386I0XOO8K,INR
B1422,2025-11-20,14974,IRCTC,TKMAM8WV0Y,INR
B1423,2025-11-09,5013,Paytm Mall India,E0UJSX75IZ,INR
B1424,2025-10-03,2504,Paytm,86EVFRPLTC,INR
B1425,2025-10-23,1011,GOOGLE PLAY,JN9DP0P1MM,INR
B1426,2025-11-11,995,IRCTC,R9LGYL71TK,INR
B1427,2025-10-15,1484,BigBasket India,4MGHASOM40,INR
B1428,2025-11-19,211,BigBasket,15XMZ6C0WS,INR
B1429,2025-11-29,14985,Air India India,SJ2NEPP5T2,INR
B1430,2025-10-21,24988,Air India India,KMY4Z2UNAK,INR
B1431,2025-11-05,476,PAYTM MALL,W3LEENAAEQ,INR
B1432,2025-10-01,1493,MAKEMYTRIP,4YGVLZ4LWW,INR
B1433,2025-11-10,278,Zomato India,Q9OQKRQKT8,INR
B1434,2025-10-21,1007,makemytrip,4JCLNPE9MR,INR
B1435,2025-10-27,201,BookMyShow,NI2WNPTC4I,INR
B1436,2025-11-08,199,irctc,AK25L85OWM,INR
B1437,2025-10-19,811,MakeMyTrip India,NZIY8VCD95,INR
B1438,2025-10-12,189,DMart,5Q2IF0BOSJ,INR
B1439,2025-10-28,290,Paytm Mall India,IDPGZ3GRSR,INR
B1440,2025-11-12,9992,google play,PTIDS071BZ,INR
B1441,2025-11-10,176,Apple Store India,SNAQPMB9HH,INR
B1442,2025-11-20,4997,Amazon,KDMWD82WVZ,INR
B1443,2025-11-30,9988,irctc,K1CNH8ZII1,INR
B1444,2025-10-03,498,Apple.Store,S174K5QKDP,INR
B1445,2025-10-02,15000,uber,H587YCMPWW,INR
B1446,2025-10-11,794,ZOMATO,ZD66II6U46,INR
B1447,2025-11-06,14998,Amazon.India,9LHJYK7MVE,INR
B1448,2025-10-20,15011,apple store,Z6EDY4CQA7,INR
B1449,2025-10-16,515,FLIPKART,MYLQO5JUH4,INR
B1450,2025-10-12,25013,MakeMyTrip,V55K75VXLQ,INR
B1451,2025-11-14,1011,Myntra India,BTGKHMQ5CN,INR
B1452,2025-11-29,821,Ola,N03OBGNNDK,INR
B1453,2025-10-31,2487,Reliance,PTLVR995DR,INR
B1454,2025-11-09,25020,uber,YYC8FU8IWE,INR
B1455,2025-11-13,988,Netflix India,25KDB8MT9I,INR
B1456,2025-11-17,199,Myntra,DZY8NM8JWV,INR
B1457,2025-10-23,518,IRCTC,FQFMCT93L1,INR
B1458,2025-10-18,4975,DMart,MBUXN5FL5J,INR
B1459,2025-11-25,492,MakeMyTrip,INUZZ4ELH2,INR
B1460,2025-10-27,1480,Air,CR2XZZSOTU,INR
B1461,2025-10-06,1490,Myntra India,62NTWBL8BU,INR
B1462,2025-11-08,793,Flipkart,SSTYRGXKIZ,INR
B1463,2025-11-20,25006,Uber India,Q3NTNDMAGI,INR
B1464,2025-10-27,5004,DMart India,1N6EST52C7,INR
B1465,2025-10-21,10016,Paytm,00H34PDXB3,INR
B1466,2025-10-16,2481,myntra,IKVYVHO6L5,INR
B1467,2025-10-04,182,Spotify,VKC7HKCL0Q,INR
B1468,2025-12-01,15006,AIR INDIA,1I1X4AT0OO,INR
B1469,2025-10-16,25012,Ola,RDT9QYZ2R4,INR
B1470,2025-10-14,217,MYNTRA,U7I41G5ZPN,INR
B1471,2025-11-10,5016,Google.Play,PIMZUUIPB7,INR
B1472,2025-11-13,15005,indigo,V8A50Y7LJZ,INR
B1473,2025-10-17,2493,irctc,MBQW9HSPFU,INR
B1474,2025-10-25,210,Google,NC9GY3BSDL,INR
B1475,2025-10-05,307,Zomato,AMMFWTMS2R,INR
B1476,2025-09-30,2515,FLIPKART,SIYXV6RYKP,INR
B1477,2025-10-06,4998,Apple Store India,4U20KXWVR7,INR
B1478,2025-10-11,9997,RelianceMart,7EJL0XNFRI,INR
B1479,2025-11-19,190,Uber,452GDSUU5L,INR
B1480,2025-10-04,779,Netflix,1VD9HD56IG,INR
B1481,2025-11-16,24978,Uber,SRTS8Y9OL5,INR
B1482,2025-10-31,1019,uber,JSSY3MGF91,INR
B1483,2025-10-19,814,netflix,7TZ7VG94IN,INR
B1484,2025-11-08,5007,apple store,PNGORT1AR1,INR
B1485,2025-10-06,183,SPOTIFY,3D9YEQYTTV,INR
B1486,2025-10-12,25001,MakeMyTrip India,B8YLN5XFAB,INR
B1487,2025-10-17,2474,Flipkart,V66HZ5RSF8,INR
B1488,2025-11-11,789,Flipkart India,PLC2SH3VPO,INR
B1489,2025-11-05,501,BOOKMYSHOW,0KCSYTQAN2,INR
B1490,2025-11-23,4992,BigBasket,JF9LYUUOTV,INR
B1491,2025-10-13,5011,BookMyShow,AH0EE44EYZ,INR
B1492,2025-10-26,5000,DMart,O1S6NR4J5U,INR
B1493,2025-10-09,24973,Spotify,2NQM4C6KME,INR
B1494,2025-11-21,820,Uber,RHGBU5NUHA,INR
B1495,2025-11-20,516,Swiggy,YWPOHC2JM6,INR
B1496,2025-11-06,9977,BigBasket,RL7MS0BQ9E,INR
B1497,2025-10-30,499,MakeMyTrip India,LX2VXGH48M,INR
B1498,2025-11-20,296,BOOKMYSHOW,EGASOG68X6,INR
B1499,2025-11-25,2476,AirIndia,JRGRV10S9T,INR
B1500,2025-10-19,318,ZOMATO,OOFUXNF9G7,INR
B1501,2025-10-11,1516,BigBasket India,QP9RRRE3EB,INR
B1502,2025-11-24,14984,Paytm.Mall,DVQHX8R2LU,INR
B1503,2025-11-24,1509,Air,3WA7OMQCXF,INR
B1504,2025-11-23,994,irctc,UXU7K627L1,INR
B1505,2025-11-07,802,AmazonIndia,U26AWI4A2X,INR
B1506,2025-10-02,5004,Ola,OO2LUGMIZ8,INR
B1507,2025-10-20,1487,Reliance.Mart,4RN682EKUA,INR
B1508,2025-10-07,808,DMart,F4SWWJPHJX,INR
B1509,2025-11-21,14984,flipkart,NCRLHK6BPF,INR
B1510,2025-11-10,996,BigBasket,GADE4L85L9,INR
B1511,2025-11-09,987,Swiggy,GQRX2VHCMZ,INR
B1512,2025-10-21,2502,PaytmMall,ZXO6XQIXLZ,INR
B1513,2025-10-01,15008,Zomato India,QVQR4P2PV4,INR
B1514,2025-10-27,25005,Netflix,QG0ZA6NM67,INR
B1515,2025-10-09,2480,AirIndia,IRVRJK6Q4R,INR
B1516,2025-11-17,1502,SPOTIFY,V9F12F2SIM,INR
B1517,2025-10-22,205,BookMyShow,V3USLY1XUG,INR
B1518,2025-11-30,987,amazon india,OZERFG28Z7,INR
B1519,2025-11-07,505,Reliance.Mart,IRPCWLZ24G,INR
B1520,2025-10-30,174,Ola,YLMFB9VCCT,INR
B1521,2025-10-06,15001,BigBasket India,RBPQVEO4PK,INR
B1522,2025-11-29,314,AMAZON INDIA,ECP5H50665,INR
B1523,2025-11-07,25013,Zomato India,QF9CQJQG7R,INR
B1524,2025-11-26,509,Ola,AZQLMOVS9C,INR
B1525,2025-11-22,15004,dmart,AQ74TZ6BD9,INR
B1526,2025-10-10,785,BookMyShow,5PY8A6ODLV,INR
B1527,2025-10-14,5019,MYNTRA,IAR8D6GARI,INR
B1528,2025-10-03,1514,Uber India,7B393VOQ1F,INR
B1529,2025-11-24,500,GooglePlay,L165PRPP06,INR
B1530,2025-11-06,992,SPOTIFY,62RIX0YYX6,INR
B1531,2025-10-28,25023,Myntra,A1WVZO8KFP,INR
B1532,2025-10-24,10005,DMart,S964P2VDGR,INR
B1533,2025-10-22,15011,ola,6LIDQHJYT6,INR
B1534,2025-10-08,5004,apple store,BKEB3V7ZF8,INR
B1535,2025-10-28,1009,Paytm,3C43V5YVF5,INR
B1536,2025-11-09,10013,MAKEMYTRIP,LOVZSVOM2H,INR
B1537,2025-10-13,815,IRCTC,BC28GBI3Q8,INR
B1538,2025-11-13,14989,Google.Play,J9WT13QHOI,INR
B1539,2025-11-28,500,BigBasket,RBFJ9SCUPQ,INR
B1540,2025-10-25,799,Uber India,VWIU7J324S,INR
B1541,2025-11-13,291,IndiGo,RPRXV75A31,INR
B1542,2025-10-15,5012,Zomato,F88953RXMC,INR
B1543,2025-10-05,491,irctc,2IR4QE1SHK,INR
B1544,2025-10-25,14994,Ola India,6AW9MPJWSZ,INR
B1545,2025-11-28,24997,myntra,Z80SZJ8MHE,INR
B1546,2025-09-30,1507,SPOTIFY,DU7CD2RFLJ,INR
B1547,2025-11-19,10015,paytm mall,PFCLDXALON,INR
B1548,2025-10-17,1517,netflix,0B1IBYJAPZ,INR
B1549,2025-10-01,14995,DMart India,3I93CO6224,INR
B1550,2025-10-15,812,Netflix India,FKVJY9ZQ7J,INR
B1551,2025-10-31,212,MakeMyTrip,YBOM6VC2EG,INR
B1552,2025-10-06,805,irctc,D0EVR6EIAY,INR
B1553,2025-10-14,24993,BookMyShow,4PHO07YTXA,INR
B1554,2025-11-23,283,NETFLIX,QIWXCA5N3D,INR
B1555,2025-10-29,1502,Apple,M6KCXUAXPN,INR
B1556,2025-11-22,188,Zomato,W7PN767G6N,INR
B1557,2025-11-09,10010,AmazonIndia,52IM1VUS1C,INR
B1558,2025-10-31,9975,Myntra India,H2A2VDYUE0,INR
B1559,2025-11-29,1507,AirIndia,QD0D0TUHTE,INR
B1560,2025-11-26,9990,UBER,Y9DXXXFRZW,INR
B1561,2025-10-27,9977,BIGBASKET,X0UVDFNY4L,INR
B1562,2025-10-29,982,BIGBASKET,ABTCK6YJHM,INR
B1563,2025-11-08,219,IRCTC,EBS41KI6GZ,INR
B1564,2025-11-17,995,IRCTC,AE02Y02EZK,INR
B1565,2025-11-13,819,Swiggy,1YUISY8XBK,INR
B1566,2025-11-30,218,apple store,2JO5Q52V5T,INR
B1567,2025-10-09,502,Flipkart,TM6KBKMU3S,INR
B1568,2025-11-01,5007,Google,0PJ8U0AKWT,INR
B1569,2025-11-25,14993,zomato,AV4QNY3O6K,INR
B1570,2025-11-20,807,makemytrip,KVDMOV4IAL,INR
B1571,2025-10-26,522,Zomato,LLY5PATXLS,INR
B1572,2025-10-11,5004,zomato,88IPKP4IOT,INR
B1573,2025-11-13,2505,spotify,AHD0WL0618,INR
B1574,2025-11-11,2525,Netflix India,SHGXSG5KQE,INR
B1575,2025-10-06,15014,PAYTM MALL,QXF1ULKU27,INR
B1576,2025-11-02,504,Myntra,9VOA78M1D5,INR
B1577,2025-10-26,10011,DMart,6PTNR6CF4R,INR
B1578,2025-10-07,778,Google.Play,MKFYA3IXLS,INR
B1579,2025-11-17,2492,BigBasket,YRJPFZ5LW2,INR
B1580,2025-10-20,1507,INDIGO,VHMB8Q4JP5,INR
B1581,2025-11-21,2499,MakeMyTrip,DZ3UDZTXS1,INR
B1582,2025-11-02,15010,Paytm,XJMUHZCQWJ,INR
B1583,2025-11-29,15009,spotify,2L84SEICC2,INR
B1584,2025-11-03,291,indigo,AFA3M0T2R2,INR
B1585,2025-10-26,2506,Air,O7R1CTL6LN,INR
B1586,2025-10-02,195,DMart,ON1OWJMBGP,INR
B1587,2025-12-01,10011,RelianceMart,UK0S21BHC8,INR
B1588,2025-11-30,10000,APPLE STORE,O4EGR3X0NB,INR
B1589,2025-10-09,14991,APPLE STORE,DFGB0M4EDS,INR
B1590,2025-11-24,14981,Zomato,5F51O8NO23,INR
B1591,2025-10-31,10011,Apple Store India,PIG7KA9SQW,INR
B1592,2025-11-10,495,makemytrip,LVPNTJZV1U,INR
B1593,2025-10-31,25010,Swiggy,6AJHQ2MBQP,INR
B1594,2025-11-27,14996,makemytrip,6A40M6BY8E,INR
B1595,2025-09-30,200,myntra,9HR9JQH9MC,INR
B1596,2025-11-07,519,reliance mart,663RBPXV5R,INR
B1597,2025-10-04,24995,Spotify,ARDHUE72F2,INR
B1598,2025-10-30,4998,BookMyShow,Y8GPV8XLKW,INR
B1599,2025-10-05,2500,Ola,K3ZW9CUV64,INR
B1600,2025-10-16,1507,paytm mall,67OEYF3VBT,INR
B1601,2025-10-08,501,Paytm Mall India,GSC2OIEZQ1,INR
B1602,2025-11-01,204,Amazon,DS1TTJTRH7,INR
B1603,2025-10-09,288,Reliance Mart India,WBT3K53V10,INR
B1604,2025-10-21,804,ZOMATO,BWYTGNN97U,INR
B1605,2025-11-04,1011,DMart,7M31NPH15E,INR
B1606,2025-11-16,309,Air,TDJ68A4XS8,INR
B1607,2025-11-21,1006,Uber,ET7Y4VVRAK,INR
B1608,2025-10-20,272,Swiggy,ZNS01AZSLI,INR
B1609,2025-11-17,14984,Myntra,NXC7AKOX1G,INR
B1610,2025-11-09,507,BigBasket,S0IE1XQ54M,INR
B1611,2025-10-25,24982,AMAZON INDIA,PCPH50391S,INR
B1612,2025-11-19,24987,PaytmMall,PZ52JKIFHG,INR
B1613,2025-11-02,5007,Air,4QWEWXX0H1,INR
B1614,2025-10-29,24993,AppleStore,ZP3BL6VOVV,INR
B1615,2025-10-29,24999,IRCTC,Q795SG6GQ3,INR
B1616,2025-11-27,825,irctc,6581IJIVCG,INR
B1617,2025-10-07,5024,AppleStore,4PJNPAXXP5,INR
B1618,2025-11-28,776,Myntra,UGGYKKC26O,INR
B1619,2025-11-13,9997,Zomato,PWZMV0R18B,INR
B1620,2025-10-06,310,Uber,WEWLGQDBSR,INR
B1621,2025-10-26,1496,RelianceMart,UAJDRSM8W6,INR
B1622,2025-10-05,24987,Spotify,N3CTPVNJWV,INR
B1623,2025-10-24,15003,BigBasket,LWG5HDHBPZ,INR
B1624,2025-10-25,2517,Netflix,S3MOK8AKX2,INR
B1625,2025-10-26,25000,OLA,P5F5F2LDHP,INR
B1626,2025-11-19,5015,DMart,YUVVG7GDMT,INR
B1627,2025-10-24,9981,IRCTC,6885DGTI0T,INR
B1628,2025-10-19,4995,Myntra India,YYYFHR5F7Q,INR
B1629,2025-11-29,5019,Amazon.India,4V8P0Q43GK,INR
B1630,2025-10-02,1513,Myntra,UBP3A1A4HC,INR
B1631,2025-10-02,998,Netflix India,WNX7OOBIWM,INR
B1632,2025-11-05,798,MakeMyTrip,7C7BOS7G7Z,INR
B1633,2025-10-07,224,Flipkart,N1MS4GJWSB,INR
B1634,2025-11-29,498,IndiGo India,O13CU3CNN3,INR
B1635,2025-11-26,1498,flipkart,Z469V7DLN1,INR
B1636,2025-11-30,275,Google.Play,SPGBEH0FSX,INR
B1637,2025-11-05,204,spotify,8MTCD7OKN6,INR
B1638,2025-10-03,2482,Amazon.India,79V6OBHQ55,INR
B1639,2025-11-19,787,RELIANCE MART,SPXCVNCDN7,INR
B1640,2025-11-20,814,MAKEMYTRIP,JHMSXK3UXN,INR
B1641,2025-11-30,2504,Paytm Mall India,GK3PD1VVGI,INR
B1642,2025-10-23,496,BOOKMYSHOW,CTHU341E3X,INR
B1643,2025-11-29,792,BigBasket,BINY4DCVTT,INR
B1644,2025-11-16,2510,BigBasket India,MIVXBOSY4R,INR
B1645,2025-10-30,9987,SWIGGY,PX32HH1IXQ,INR
B1646,2025-11-17,286,Swiggy India,Y2RJFB6A78,INR
B1647,2025-11-17,14975,DMART,GUXF0MT56V,INR
B1648,2025-11-11,24987,IndiGo,DFOEDAQHSQ,INR
B1649,2025-11-04,223,IRCTC India,66TB83FYMK,INR
B1650,2025-10-13,9977,AmazonIndia,FK6NTEHWME,INR
B1651,2025-11-04,1491,IRCTC India,R771WGGGIJ,INR
B1652,2025-11-08,487,irctc,T9WFMBENOA,INR
B1653,2025-11-24,1475,Amazon India India,8PZHWYNJDD,INR
B1654,2025-10-05,9986,AirIndia,9KY1QK1GQY,INR
B1655,2025-10-21,1502,dmart,KL0DRL9XZG,INR
B1656,2025-10-20,983,Paytm Mall India,3X7TF2LGJB,INR
B1657,2025-11-08,1510,bookmyshow,ZOID3LCHYY,INR
B1658,2025-11-09,5005,Spotify,56860R05ND,INR
B1659,2025-11-04,817,BigBasket India,AA1GNIY15Y,INR
B1660,2025-11-19,1504,makemytrip,7NCH4SAQY6,INR
B1661,2025-11-19,190,Flipkart,XH3D1J4B4K,INR
B1662,2025-11-25,9980,Netflix,EMXJLL4RZL,INR
B1663,2025-10-07,14981,BigBasket,S89WUB75KU,INR
B1664,2025-11-16,4977,MAKEMYTRIP,89JH79BIMR,INR
B1665,2025-10-21,805,Ola,JE6DPYQJRI,INR
B1666,2025-11-09,795,zomato,7B4L51TL77,INR
B1667,2025-11-29,305,zomato,IFYRO3M4DZ,INR
B1668,2025-10-25,24994,IndiGo,JEG59DD168,INR
