txn_id,entry_date,amt,vendor,ref_code,cur
L1039,11-10-2025,501,Netflix,G4Y7MAKZQ1,INR
L1040,06-11-2025,286,BigBasket,661764UHDF,INR
L1041,22-11-2025,1480,Flipkart,JCLAK1YFKW,INR
L1042,24-10-2025,2490,Zomato,IZZQK39JU2,INR
L1043,08-10-2025,499,Apple Store,V80E0KFSYR,INR
L1044,25-10-2025,502,Reliance Mart,RYDWN0QHD2,INR
L1045,17-11-2025,5011,BookMyShow,ZAO4HAD9FB,INR
L1046,01-11-2025,10016,Myntra,M77LKDTUCU,INR
L1047,25-11-2025,796,Ola,TAVTAHDR1X,INR
L1048,20-10-2025,4999,IRCTC,UQLI1ISA13,INR
L1049,23-10-2025,14980,BigBasket,GSMAZ7MQBH,INR
L1050,16-10-2025,811,Flipkart,RLFLUSRXFK,INR
L1051,31-10-2025,14996,Flipkart,A04TY2YFQH,INR
L1052,30-10-2025,9988,Swiggy,PX32HH1IXQ,INR
L1053,14-11-2025,282,Ola,2IKWXUQXYH,INR
L1054,23-11-2025,201,Reliance Mart,NKL4MRIYN7,INR
L1055,28-11-2025,790,IndiGo,O75ZLWC0OB,INR
L1056,01-11-2025,1519,Uber,BCAE1KXSW2,INR
L1057,09-10-2025,514,MakeMyTrip,WUJYMLVVCV,INR
L1058,15-10-2025,25017,Spotify,QNJ3ZKCRZT,INR
L1059,20-10-2025,998,Flipkart,USR2SBSLRS,INR
L1060,31-10-2025,991,Apple Store,ZGESVG6MT0,INR
L1061,15-10-2025,210,Netflix,CCETF7YHE9,INR
L1062,08-11-2025,989,Google Play,AVBHCC657B,INR
L1063,26-10-2025,10002,Google Play,I7J9EC8MUM,INR
L1064,28-10-2025,1510,Amazon India,4ESOH67CN0,INR
L1065,29-11-2025,15005,Myntra,EKBXRD6XUA,INR
L1066,16-10-2025,786,IRCTC,8NLQI171U9,INR
L1067,24-11-2025,9986,Myntra,94SKZJRW5W,INR
L1068,25-10-2025,482,Ola,MCQYLAAKDE,INR
L1069,25-11-2025,24992,Amazon India,40BWS7FXV1,INR
L1070,18-11-2025,9996,Ola,4Z9DUL8P1K,INR
L1071,17-10-2025,806,Apple Store,F8FSOSTORG,INR
L1072,18-11-2025,1001,Swiggy,5PXETD34ZY,INR
L1073,18-10-2025,2494,BookMyShow,BZRLCYP86Z,INR
L1074,12-10-2025,5014,Apple Store,HIXOSUVT0J,INR
L1075,24-10-2025,792,Paytm Mall,UZGOP63A4R,INR
L1076,11-11-2025,498,Paytm Mall,EAIPKYF95G,INR
L1077,22-10-2025,1010,Myntra,IOG468UNY5,INR
L1078,28-11-2025,2496,Spotify,AZQ69RX5AO,INR
L1079,05-10-2025,2486,Swiggy,F0AZMAR0RH,INR
L1080,16-11-2025,213,Google Play,JFCCCIGKBG,INR
L1081,08-10-2025,798,Uber,LQAD4YUMUZ,INR
L1082,03-11-2025,14991,IndiGo,WZ090GVK7A,INR
L1083,05-11-2025,15008,Paytm Mall,FYRSR5XGH7,INR
L1084,04-11-2025,285,Flipkart,53NZCFJ4HJ,INR
L1085,27-11-2025,208,BookMyShow,D29E1TBK4U,INR
L1086,30-11-2025,518,Amazon India,7CN6GJKOGA,INR
L1087,15-11-2025,279,Netflix,ZFWXD1NZO4,INR
L1088,27-10-2025,2506,Apple Store,IJA1F219C4,INR
L1089,18-10-2025,2484,Flipkart,V66HZ5RSF8,INR
L1090,27-10-2025,793,Reliance Mart,HJ7TUAH0G1,INR
L1091,31-10-2025,281,Apple Store,0XQNKF3DVP,INR
L1092,26-10-2025,513,BigBasket,BTSAYE4PU3,INR
L1093,18-11-2025,1515,IRCTC,FBHAV7FTBE,INR
L1094,08-10-2025,800,Apple Store,GV3HSKGAF9,INR
L1095,06-10-2025,5018,Paytm Mall,ODYTK6WLON,INR
L1096,01-11-2025,481,Paytm Mall,UKBKG5XTR2,INR
L1097,29-10-2025,14987,Amazon India,MY5973BHV8,INR
L1098,27-10-2025,503,Spotify,IC9KG82P90,INR
L1099,28-10-2025,14995,Google Play,9PS9NVNDUT,INR
L1100,08-11-2025,15010,Air India,R3SW0P0IR8,INR
L1101,14-10-2025,491,Reliance Mart,WCDZ6SGVD8,INR
L1102,29-11-2025,25004,Netflix,9BBJ7ROZPE,INR
L1103,28-11-2025,516,BigBasket,N3KYAPKP0R,INR
L1104,11-11-2025,987,Zomato,2P7LJGHSLX,INR
L1105,31-10-2025,24995,Reliance Mart,7MVHLTK7GU,INR
L1106,11-10-2025,9993,BookMyShow,PPJGWFS6DN,INR
L1107,24-11-2025,979,MakeMyTrip,8RTE0C2J8G,INR
L1108,25-10-2025,802,MakeMyTrip,AWKOIWGVS3,INR
L1109,29-11-2025,808,IRCTC,N8XYQW6V3M,INR
L1110,28-10-2025,4998,BookMyShow,1QJM1XTDIO,INR
L1111,19-11-2025,196,Netflix,WYU4LRDS36,INR
L1112,04-11-2025,9999,Zomato,YXD5EKRSGF,INR
L1113,07-10-2025,303,DMart,ILHZYHRMP1,INR
L1114,23-11-2025,4980,Amazon India,0PV76RA50B,INR
L1115,09-11-2025,25013,BookMyShow,V38U51WGMP,INR
L1116,13-11-2025,502,Ola,MM1FDPYR0Y,INR
L1117,01-10-2025,9979,Ola,Z23HTO15BC,INR
L1118,30-11-2025,279,MakeMyTrip,EHZCSI2604,INR
L1119,20-10-2025,294,Spotify,7GJWKBCABS,INR
L1120,20-11-2025,2488,IndiGo,ISDED23E5E,INR
L1121,05-11-2025,5011,Google Play,NP1BZK4YR9,INR
L1122,12-10-2025,2499,Paytm Mall,48J7DIBDF9,INR
L1123,24-10-2025,2510,MakeMyTrip,81VJDVKIZD,INR
L1124,15-10-2025,281,Myntra,VTTTBG77IC,INR
L1125,07-11-2025,2490,Paytm Mall,2IKMBZYXGY,INR
L1126,19-10-2025,4980,BookMyShow,6F5E30ZLUK,INR
L1127,25-10-2025,817,Apple Store,5IMWUXBG8E,INR
L1128,08-10-2025,24988,Myntra,GELAOSO4UF,INR
L1129,18-11-2025,10018,Zomato,K166M8U8YB,INR
L1130,01-11-2025,203,Swiggy,OJYN2EF3TU,INR
L1131,15-11-2025,1512,Netflix,IAJNR1FQHZ,INR
L1132,05-11-2025,516,Apple Store,NMGZ5XW5RF,INR
L1133,06-11-2025,15005,Spotify,9KOEW47OHM,INR
L1134,07-10-2025,494,Air India,BTPELB5EWN,INR
L1135,30-10-2025,214,Reliance Mart,3SNDAP9MGU,INR
L1136,11-11-2025,2496,Reliance Mart,5YO5CTC0MP,INR
L1137,27-10-2025,519,Reliance Mart,0RPBSVYMSI,INR
L1138,20-10-2025,980,Reliance Mart,K81RBUNEMO,INR
L1139,13-10-2025,4996,Ola,R7SGANUP5W,INR
L1140,10-11-2025,796,MakeMyTrip,IKBG9ZDSLX,INR
L1141,18-11-2025,1012,BookMyShow,N3YU72NT9I,INR
L1142,29-10-2025,2506,Swiggy,EPZM5M71I6,INR
L1143,01-11-2025,493,BigBasket,1NXRKUQURF,INR
L1144,18-10-2025,1482,Flipkart,Y6MBQ09HOH,INR
L1145,15-11-2025,306,Reliance Mart,T31D0VBT3K,INR
L1146,24-10-2025,980,Netflix,H694MZFYMI,INR
L1147,12-10-2025,4999,IRCTC,FNTKSV0XDP,INR
L1148,27-10-2025,983,BigBasket,7SUIQFD04S,INR
L1149,22-11-2025,283,Google Play,XJOHWI0SKH,INR
L1150,20-11-2025,15015,Swiggy,4V5XCY4U9B,INR
L1151,02-10-2025,995,Amazon India,RKD0UDGXCG,INR
L1152,29-11-2025,2491,Netflix,PBD0D4JIHB,INR
L1153,16-10-2025,818,IndiGo,9FFQ57271O,INR
L1154,30-11-2025,1002,Flipkart,3L8O8SC4U3,INR
L1155,03-11-2025,9983,DMart,RZVITCPSLD,INR
L1156,11-11-2025,997,Google Play,3UBJ38AG60,INR
L1157,07-11-2025,992,Paytm Mall,5B3QXE05FO,INR
L1158,18-11-2025,15019,Uber,10QTJEFVP3,INR
L1159,27-11-2025,24984,Netflix,UAA6KBLTO4,INR
L1160,10-10-2025,14991,BigBasket,LITKQI43WO,INR
L1161,11-11-2025,2514,Ola,6CAGKJ6VL5,INR
L1162,20-11-2025,779,IndiGo,VC04PHZPHD,INR
L1163,01-11-2025,2504,DMart,6LDORKXV5S,INR
L1164,04-10-2025,5014,Air India,H01M3MZGR0,INR
L1165,22-10-2025,819,Amazon India,FOCG92F4JR,INR
L1166,06-10-2025,1495,Netflix,602FV8FP3N,INR
L1167,18-11-2025,2505,Zomato,YUETPEY92B,INR
L1168,29-10-2025,496,MakeMyTrip,LX2VXGH48M,INR
L1169,02-11-2025,987,Google Play,HI6L87TVUA,INR
L1170,12-11-2025,213,BigBasket,P9IB3I9ULS,INR
L1171,19-10-2025,1011,Reliance Mart,XT28T9UNBQ,INR
L1172,16-11-2025,210,Uber,JF91XMHVEX,INR
L1173,23-11-2025,1485,IndiGo,MOJISX91C0,INR
L1174,16-10-2025,981,Spotify,EX4P3MQB6C,INR
L1175,16-10-2025,812,Apple Store,T5P8FGGXZQ,INR
L1176,11-10-2025,2503,Paytm Mall,ZIY2TZ4XDS,INR
L1177,16-11-2025,24994,Netflix,NVOQGF6Q7W,INR
L1178,12-11-2025,4984,Google Play,PVG8BNYB7Z,INR
L1179,10-11-2025,10003,Amazon India,52IM1VUS1C,INR
L1180,23-11-2025,14998,Zomato,Y4KJTSDO9U,INR
L1181,03-11-2025,15000,IndiGo,MWW9FEQICL,INR
L1182,28-10-2025,14997,Ola,6GZFMD7E8P,INR
L1183,31-10-2025,819,Spotify,93MJ04UQDF,INR
L1184,24-11-2025,195,Spotify,YNLFL2C8P7,INR
L1185,24-10-2025,25014,Swiggy,RU3NGR3VFV,INR
L1186,09-11-2025,1005,Amazon India,K8XGLIB6ER,INR
L1187,02-10-2025,189,Google Play,YQAT0KKHMR,INR
L1188,11-10-2025,1491,Swiggy,EJIY8K4DN7,INR
L1189,11-10-2025,515,IndiGo,XUZDP99XZE,INR
L1190,17-10-2025,819,Air India,MYNZHSGYNE,INR
L1191,05-11-2025,194,Flipkart,V5LP4F53KE,INR
L1192,16-10-2025,25003,Amazon India,AHB672XOC6,INR
L1193,30-11-2025,25011,DMart,Z1CUVFE8VS,INR
L1194,06-10-2025,807,IRCTC,EYI28FMVP3,INR
L1195,04-10-2025,191,Apple Store,EBO1DM9VQ1,INR
L1196,21-11-2025,2519,IRCTC,ZRDQGO0GWZ,INR
L1197,02-10-2025,15014,Zomato,QVQR4P2PV4,INR
L1198,28-11-2025,2504,DMart,0Y3EGDDJ9J,INR
L1199,16-10-2025,15004,Air India,ZA5RBJE7L3,INR
L1200,14-10-2025,191,Reliance Mart,C3DPHFDMIP,INR
L1201,17-11-2025,294,Google Play,7N478148S6,INR
L1202,27-11-2025,5012,Reliance Mart,DSTSLECNBL,INR
L1203,11-11-2025,15014,Netflix,1OW9Y14ONH,INR
L1204,24-10-2025,24995,Flipkart,R8F9S9LLO3,INR
L1205,23-10-2025,10002,MakeMyTrip,7CJSJUX9ZJ,INR
L1206,19-11-2025,1506,MakeMyTrip,7NCH4SAQY6,INR
L1207,01-11-2025,189,Paytm Mall,8YGRHJBD9L,INR
L1208,19-11-2025,15012,Zomato,DGL8N1OC2F,INR
L1209,20-11-2025,1016,MakeMyTrip,2TJWMCQ6FF,INR
L1210,22-11-2025,279,Ola,15PTNWFDZG,INR
L1211,19-11-2025,815,Reliance Mart,KCA1GCVSOV,INR
L1212,14-10-2025,2491,IRCTC,WSTY9HFAAX,INR
L1213,13-11-2025,10005,Uber,GBQ9LDDO3P,INR
L1214,14-11-2025,1501,Spotify,WIXT8QDFDM,INR
L1215,26-11-2025,24989,Uber,2OBJEMEEP5,INR
L1216,28-11-2025,5014,Amazon India,H0IMH54J85,INR
L1217,29-10-2025,1502,Apple Store,M6KCXUAXPN,INR
L1218,28-11-2025,1519,Spotify,L12GARRXQJ,INR
L1219,10-10-2025,994,Myntra,LS6WB5OIRK,INR
L1220,19-10-2025,1002,Google Play,FLQK3NJH3V,INR
L1221,28-11-2025,503,IndiGo,2RK5FGJF3D,INR
L1222,05-10-2025,1491,BookMyShow,NKF69975G2,INR
L1223,31-10-2025,812,Spotify,SXQ7G4JKUT,INR
L1224,15-11-2025,14984,Ola,MATZAQQ3SR,INR
L1225,13-11-2025,9982,Apple Store,ZZZ4HPB7HF,INR
L1226,09-11-2025,213,Air India,YB4V08SGZI,INR
L1227,21-10-2025,502,DMart,KGRVAYMXBT,INR
L1228,22-10-2025,10019,IndiGo,XYI157FYAR,INR
L1229,07-11-2025,287,Google Play,E2TQHDMVOH,INR
L1230,15-10-2025,24986,Swiggy,QNWBMTYDKB,INR
L1231,26-10-2025,307,Amazon India,2JKTJJYC32,INR
L1232,09-10-2025,4990,Google Play,H0SZJ1SHA5,INR
L1233,04-11-2025,4998,IRCTC,UE2B60POUE,INR
L1234,30-11-2025,4999,Swiggy,KJ14HQX9O8,INR
L1235,17-11-2025,479,DMart,QSZBB8R204,INR
L1236,07-11-2025,4988,Air India,9G2TISY16M,INR
L1237,28-10-2025,1506,Amazon India,B1PQ4O4JLZ,INR
L1238,06-10-2025,9983,Flipkart,EA69GDOJHA,INR
L1239,27-10-2025,282,Air India,14NER56MGF,INR
L1240,01-10-2025,813,Flipkart,LS1GJM1DY8,INR
L1241,22-10-2025,811,Reliance Mart,CVT6WRBAJ0,INR
L1242,13-10-2025,5000,Myntra,HRFDIL5Q90,INR
L1243,20-11-2025,24984,Google Play,DNEILLMGGG,INR
L1244,18-10-2025,513,Air India,PM0AE7I5TV,INR
L1245,06-11-2025,797,Netflix,NMEJ0YYJQX,INR
L1246,14-11-2025,14989,Flipkart,FBY3RNO2ME,INR
L1247,02-11-2025,15010,Apple Store,U86DVUMRBK,INR
L1248,22-10-2025,1009,Google Play,JN9DP0P1MM,INR
L1249,27-10-2025,811,Uber,BI0B9UNTK6,INR
L1250,29-11-2025,24987,Flipkart,A1Y6JCJ54B,INR
L1251,17-10-2025,9986,Uber,QZ16QQ7HDS,INR
L1252,15-11-2025,790,Uber,5JPVSJ804F,INR
L1253,08-11-2025,500,Swiggy,DY0QWQXBDJ,INR
L1254,04-10-2025,288,Air India,0T5INB38VT,INR
L1255,01-11-2025,807,IndiGo,Q0DYPQ2U28,INR
L1256,01-10-2025,2482,Uber,6I3499HA9O,INR
L1257,28-10-2025,810,Amazon India,8MGPPRQYGU,INR
L1258,16-10-2025,1507,Netflix,0B1IBYJAPZ,INR
L1259,11-11-2025,1479,Amazon India,NGH3RNF114,INR
L1260,02-11-2025,15006,Swiggy,TAFYBIBRB4,INR
L1261,04-10-2025,499,Zomato,MDDB51NLKQ,INR
L1262,07-10-2025,215,Amazon India,F7IXVC6ZX3,INR
L1263,13-10-2025,783,Apple Store,ZJHGV5PHK8,INR
L1264,25-11-2025,494,DMart,W0Y2Q4HD21,INR
L1265,07-10-2025,24987,Google Play,VKPH8T843W,INR
L1266,30-10-2025,518,Ola,91E8KBJ7C1,INR
L1267,10-10-2025,480,Zomato,M457XLJO7Z,INR
L1268,28-11-2025,4990,Flipkart,EZT3U8GQNM,INR
L1269,28-11-2025,512,Swiggy,74Y003XV6D,INR
L1270,08-10-2025,315,Myntra,LLAK1X55CD,INR
L1271,27-10-2025,1493,Air India,5FE3SX5ZRW,INR
L1272,09-11-2025,15000,Flipkart,2YAYACT090,INR
L1273,24-10-2025,5009,Uber,N0P4H4NZGZ,INR
L1274,28-10-2025,14979,Ola,ONODBSEOR0,INR
L1275,26-11-2025,1499,Myntra,7SOVXOH10S,INR
L1276,17-10-2025,298,IRCTC,V2HIVMVJ9Z,INR
L1277,20-11-2025,4989,IRCTC,1P4DFB17JZ,INR
L1278,24-10-2025,4993,Netflix,952Y9SV7FY,INR
L1279,22-10-2025,312,Netflix,SZK90XAF0J,INR
L1280,30-10-2025,4994,Swiggy,G7YTUST8KV,INR
L1281,10-11-2025,1487,Google Play,DST5FMS8HM,INR
L1282,15-10-2025,808,Air India,820ZEZDLOR,INR
L1283,24-11-2025,1015,Netflix,P4AUNMOXZZ,INR
L1284,29-11-2025,24993,Air India,318207HAY0,INR
L1285,07-10-2025,204,Ola,TSFNCAQL78,INR
L1286,07-11-2025,1004,BigBasket,OP68PFGWYK,INR
L1287,24-11-2025,2489,Reliance Mart,O6DZ2T882T,INR
L1288,24-10-2025,1514,Zomato,CL50A5AL68,INR
L1289,25-11-2025,9997,Amazon India,9VHGFVIO17,INR
L1290,21-11-2025,15011,Netflix,P4D4ZKB991,INR
L1291,02-10-2025,791,Uber,4O5R82LU1R,INR
L1292,17-10-2025,206,Apple Store,IXZ9UVVIE5,INR
L1293,04-10-2025,14986,Uber,ATB0EV28Y6,INR
L1294,25-11-2025,2515,Air India,9CR4A7GHXY,INR
L1295,28-10-2025,217,Myntra,1FBFS539MN,INR
L1296,05-11-2025,180,Uber,0ERACTOW0F,INR
L1297,15-11-2025,5015,Myntra,5JTA93I6ER,INR
L1298,07-10-2025,5015,Swiggy,CJQT1M6GS7,INR
L1299,08-11-2025,209,IRCTC,EBS41KI6GZ,INR
L1300,09-11-2025,786,Swiggy,U88F7YORMU,INR
L1301,02-11-2025,2518,Spotify,F4TWNSFDNO,INR
L1302,04-10-2025,1512,IndiGo,US3NDGFYZW,INR
L1303,15-11-2025,1007,Paytm Mall,PPS7GUL2VV,INR
L1304,05-11-2025,817,Apple Store,HKXQ2ONRPP,INR
L1305,11-11-2025,5006,Spotify,LWLKMJOC04,INR
L1306,15-10-2025,813,Uber,42XEDZHULV,INR
L1307,19-10-2025,5019,Netflix,IIV8TA7MOD,INR
L1308,22-11-2025,2512,Amazon India,N59WR0TSBS,INR
L1309,28-10-2025,4992,Spotify,LSODUJ8Y3V,INR
L1310,28-10-2025,501,IRCTC,4DLI62FCR7,INR
L1311,25-11-2025,779,DMart,MHBH4HLQ3B,INR
L1312,25-10-2025,205,Netflix,UPQ9AA7BB8,INR
L1313,23-11-2025,24999,Zomato,NCUP5O4YAV,INR
L1314,19-10-2025,4991,Flipkart,1GD7Q4RT0A,INR
L1315,21-11-2025,14984,Myntra,R667HVLEQX,INR
L1316,13-11-2025,1013,BigBasket,VIPPRK7Z6Y,INR
L1317,01-10-2025,1509,Spotify,DU7CD2RFLJ,INR
L1318,07-10-2025,9984,Myntra,8P6SB27G91,INR
L1319,12-10-2025,1493,Air India,2A0XMEXUVI,INR
L1320,19-11-2025,15018,Google Play,CB46GFHHAF,INR
L1321,22-10-2025,10015,Amazon India,CPX877JI3V,INR
L1322,15-11-2025,10008,IRCTC,N30FFLX8NH,INR
L1323,25-10-2025,4983,Swiggy,Q0ZINX3LA4,INR
L1324,26-11-2025,1512,Paytm Mall,46XPPG0KSQ,INR
L1325,13-10-2025,302,IRCTC,A9917Z04YY,INR
L1326,15-11-2025,202,Google Play,NTE9KLQSMW,INR
L1327,09-11-2025,798,Spotify,G1UEEAWVBF,INR
L1328,11-10-2025,15009,IRCTC,0N81RF9ATK,INR
L1329,02-11-2025,217,Swiggy,QEJMGZZLPW,INR
L1330,07-11-2025,9986,BookMyShow,IYLCNKV8FY,INR
L1331,09-10-2025,24982,Spotify,2NQM4C6KME,INR
L1332,04-10-2025,10000,Paytm Mall,VGM35JBMAI,INR
L1333,02-11-2025,312,Myntra,P16ILNVEHX,INR
L1334,30-11-2025,304,Swiggy,LN1ERRY8SH,INR
L1335,29-11-2025,498,MakeMyTrip,YMBECTZSXZ,INR
L1336,27-10-2025,499,BigBasket,2NAMXJHA6R,INR
L1337,11-11-2025,4996,DMart,B24DBVL9SW,INR
L1338,01-11-2025,515,BookMyShow,GK6ORL4W4C,INR
L1339,19-11-2025,25017,BookMyShow,JPC8O3UV9N,INR
L1340,24-11-2025,979,IndiGo,QJQDIU5LNR,INR
L1341,17-10-2025,992,DMart,CV2GSL5POV,INR
L1342,01-10-2025,9996,BookMyShow,8WDCJFCIR6,INR
L1343,20-11-2025,10002,Ola,S1C8D3PF3H,INR
L1344,12-10-2025,15014,Apple Store,5HEMQNZ05M,INR
L1345,19-11-2025,993,Flipkart,RC4W5HW0AL,INR
L1346,26-11-2025,788,Uber,9GX5E0YQJJ,INR
L1347,25-10-2025,24997,Google Play,31V8VQ11YE,INR
L1348,10-11-2025,319,Air India,REKXJT2881,INR
L1349,14-10-2025,504,DMart,3IJAW8DNWP,INR
L1350,05-10-2025,4985,DMart,4TX8VBW6ML,INR
L1351,21-11-2025,199,Google Play,J7HS7RHY4K,INR
L1352,26-10-2025,25009,Flipkart,71MC3VFPV1,INR
L1353,22-10-2025,799,Ola,JE6DPYQJRI,INR
L1354,01-10-2025,982,Paytm Mall,TBC5JS99C8,INR
L1355,08-10-2025,1503,Amazon India,8HCYXHJTGR,INR
L1356,26-10-2025,187,MakeMyTrip,VYBQW2EA22,INR
L1357,23-11-2025,279,Netflix,660P037Y60,INR
L1358,27-10-2025,10016,MakeMyTrip,3PABE9JC76,INR
L1359,01-10-2025,4982,IndiGo,DRGB82IA9O,INR
L1360,15-10-2025,25000,Spotify,T53POXN49E,INR
L1361,07-10-2025,15012,BigBasket,ATQRU2V2L2,INR
L1362,13-11-2025,15019,MakeMyTrip,7D6BBYBFFA,INR
L1363,15-10-2025,4992,Apple Store,S1X752T4YV,INR
L1364,11-10-2025,193,Uber,KUYTWWC66M,INR
L1365,22-10-2025,4981,Ola,93I3R9ODKC,INR
L1366,07-10-2025,1492,Amazon India,H23L1UVE29,INR
L1367,13-11-2025,185,Amazon India,I1RHFD4BJT,INR
L1368,25-10-2025,1517,Swiggy,511XWN28EZ,INR
L1369,10-10-2025,1492,Swiggy,34T0XY6YZX,INR
L1370,27-10-2025,490,Ola,TMTE8IVYKT,INR
L1371,26-10-2025,10003,Air India,T1Q5P845TV,INR
L1372,28-10-2025,4979,Spotify,MD6OI83VPS,INR
L1373,31-10-2025,301,BookMyShow,6AY5WIDFTU,INR
L1374,28-11-2025,296,DMart,67WD3ENATR,INR
L1375,05-11-2025,2517,Swiggy,CIPREGH8F6,INR
L1376,16-10-2025,4981,Paytm Mall,ZSFFWDSJN2,INR
L1377,07-10-2025,1010,Netflix,NNH2FLCVW0,INR
L1378,09-11-2025,25016,IRCTC,ZHVWKCUU2K,INR
L1379,07-10-2025,1011,Flipkart,Z97THO4C3A,INR
L1380,03-10-2025,9985,Google Play,26BR687ZTL,INR
L1381,20-11-2025,209,BigBasket,ILFMO67HD8,INR
L1382,17-11-2025,15005,Netflix,N8UKIUS9HK,INR
L1383,18-11-2025,1510,Amazon India,VL51LBW6FR,INR
L1384,17-10-2025,314,IndiGo,GR2IUQ8NDX,INR
L1385,04-10-2025,9998,Zomato,MZQHR478FR,INR
L1386,05-11-2025,2517,IndiGo,18W47XMVLJ,INR
L1387,20-11-2025,217,Google Play,ZBWO2I7AUJ,INR
L1388,08-11-2025,786,Air India,IS7F5A7T4O,INR
L1389,02-10-2025,14981,Myntra,K0QHS4FV9E,INR
L1390,13-11-2025,10014,Google Play,C93SPGBQRB,INR
L1391,22-10-2025,10004,Paytm Mall,M11BCZR5L9,INR
L1392,08-10-2025,293,Uber,RK80OEOYER,INR
L1393,11-11-2025,1510,Amazon India,4DKNIPZE3C,INR
L1394,19-10-2025,801,Amazon India,OY149DZQ40,INR
L1395,02-11-2025,285,BigBasket,FKEYJI6UEI,INR
L1396,01-10-2025,805,Spotify,LEK9E7KP2S,INR
L1397,21-10-2025,506,BookMyShow,ALGWD088ZM,INR
L1398,10-11-2025,1485,Apple Store,MFA48376GI,INR
L1399,12-11-2025,785,Swiggy,BB5OOB6MRA,INR
L1400,12-10-2025,1003,Spotify,N5EEQW9JZ6,INR
L1401,16-10-2025,25017,Air India,5HES1LASGF,INR
L1402,21-10-2025,25006,Uber,5D61P62GJ1,INR
L1403,13-11-2025,4994,Apple Store,RQ0L3ZOYKG,INR
L1404,04-11-2025,1485,IndiGo,ZRWT18V56R,INR
L1405,12-10-2025,1013,BigBasket,M5L66DRV21,INR
L1406,02-10-2025,10014,Air India,6E9O0NHN3N,INR
L1407,08-10-2025,786,Air India,AXPH92VBDZ,INR
L1408,06-10-2025,1490,DMart,MRRUMJTMIJ,INR
L1409,10-11-2025,808,Netflix,RBS227EMDS,INR
L1410,17-10-2025,1517,Uber,MYCHWKG6JG,INR
L1411,27-11-2025,519,Ola,AZQLMOVS9C,INR
L1412,05-11-2025,25019,Google Play,1Y4SCZOOD6,INR
L1413,21-10-2025,789,Ola,G6UN2DQT37,INR
L1414,15-10-2025,312,Uber,JF467ZYC9K,INR
L1415,05-11-2025,1004,IndiGo,8ZROT2Q6PC,INR
L1416,28-10-2025,25002,BigBasket,QS38VR13B5,INR
L1417,12-10-2025,14993,Spotify,CCVAR9NSR2,INR
L1418,16-10-2025,14983,Paytm Mall,EUTEUIDRNX,INR
L1419,24-10-2025,1491,Paytm Mall,FG9BWWGPCM,INR
L1420,29-10-2025,4991,IRCTC,NU0BXT8G5C,INR
L1421,09-10-2025,499,Spotify,L86AW890SO,INR
L1422,25-11-2025,188,Myntra,V1ZRZJEPRF,INR
L1423,09-10-2025,495,Spotify,0DJCVC6IB9,INR
L1424,31-10-2025,4982,Apple Store,OID9AWUZE7,INR
L1425,22-11-2025,285,Netflix,QIWXCA5N3D,INR
L1426,13-10-2025,296,IndiGo,0MY52YKQHV,INR
L1427,13-10-2025,5017,IndiGo,YO03DY76Q9,INR
L1428,18-11-2025,1018,MakeMyTrip,8KJMYG61YS,INR
L1429,13-11-2025,210,Myntra,9YZ4WVEEJQ,INR
L1430,05-10-2025,9985,Spotify,FXUZTE975B,INR
L1431,29-10-2025,4979,MakeMyTrip,OBWS9SJFXP,INR
L1432,27-10-2025,308,BigBasket,46R2O05003,INR
L1433,01-11-2025,15016,Ola,4Z0SU9WSQA,INR
L1434,16-10-2025,24999,IndiGo,MTGU0JO6CO,INR
L1435,04-11-2025,9998,Amazon India,898P92LO4P,INR
L1436,24-11-2025,999,IRCTC,DP46MN5FXY,INR
L1437,02-11-2025,14991,BigBasket,1BGYTPAG1W,INR
L1438,16-10-2025,804,Zomato,OJ5ZX7Z9KP,INR
L1439,24-11-2025,1003,IRCTC,UXU7K627L1,INR
L1440,28-11-2025,1518,Apple Store,6IBIFU40QE,INR
L1441,28-11-2025,502,BigBasket,UQ686164VL,INR
L1442,29-10-2025,2489,Uber,XQNOVU21Z4,INR
L1443,01-11-2025,1019,Uber,JSSY3MGF91,INR
L1444,14-11-2025,4991,Air India,I91PKAL5ZS,INR
L1445,16-10-2025,1518,Spotify,1NM8VWIZCN,INR
L1446,04-11-2025,2481,Netflix,5K9BO48IV1,INR
L1447,25-10-2025,319,Reliance Mart,HXS8ILQHY5,INR
L1448,23-10-2025,4985,Swiggy,UGO8Y934QR,INR
L1449,26-11-2025,5001,Reliance Mart,JWXCT9D9BR,INR
L1450,27-10-2025,281,Zomato,HL3C1EAZKU,INR
L1451,31-10-2025,1511,BookMyShow,GAXN2A5GUR,INR
L1452,27-11-2025,14987,MakeMyTrip,6A40M6BY8E,INR
L1453,03-11-2025,24987,Air India,UTG09247DW,INR
L1454,20-10-2025,1515,Uber,7K21NIP46S,INR
L1455,25-10-2025,5001,IndiGo,MA322FFAI3,INR
L1456,03-10-2025,1506,BookMyShow,E5STW64YM7,INR
L1457,17-11-2025,9985,Paytm Mall,00AASZRY1A,INR
L1458,16-10-2025,15019,Swiggy,1R4D22TAZG,INR
L1459,20-10-2025,290,Ola,GC9TWMT3KU,INR
L1460,09-11-2025,992,DMart,PZVKCGCHBR,INR
L1461,27-11-2025,195,Ola,5CEBM6PQ04,INR
L1462,14-11-2025,1488,Apple Store,6KMCXN8S0N,INR
L1463,14-11-2025,5000,Spotify,X1UZWLW6BE,INR
L1464,14-11-2025,24989,Spotify,S7E5HV49RC,INR
