id,date,amount,merchant,merchant_clean,reference,currency,source
B965,2025-11-03,24979.0,UBER INDIA-INC,uber,0RQG1HR7G8,INR,bank
B966,2025-11-12,5001.0,SPOTIFY CORP,spotify,LWLKMJOC04,INR,bank
B967,2025-10-16,323.0,APPLE STORE CORP,apple store,5HSEUF9Q36,INR,bank
B968,2025-10-28,14975.0,SWIGGY/ONLINE,swiggy,K3E4KJAWS7,INR,bank
B969,2025-10-13,990.0,AMAZON.INDIA-INC,amazon,SHSFSS8YOA,INR,bank
B970,2025-11-27,1509.0,BIGBASKET/ONLINE,bigbasket,C5HRS8ZKFC,INR,bank
B971,2025-11-04,4984.0,UBER-INC,uber,,INR,bank
B972,2025-11-07,25017.0,IRCTC/ONLINE,irctc,BRDWKKXRLL,INR,bank
B973,2025-11-26,781.0,BIGBASKET POS-TRANS,bigbasket,,INR,bank
B974,2025-11-05,25008.0,UBER CORP,uber,6RNL1348O5,INR,bank
B975,2025-11-01,1003.0,FLIPKART_LTD,flipkart,IMS6N5ATMQ,INR,bank
B976,2025-11-18,1505.0,OLA POS-TRANS,ola,,INR,bank
B977,2025-11-21,974.0,IRCTC_LTD,irctc,J9UQWD3P2R,INR,bank
B978,2025-10-03,25007.0,RELIANCEMART/ONLINE,reliancemart,QDAEANB7V7,INR,bank
B979,2025-10-08,24989.0,SWIGGY CORP,swiggy,93CDY3LYAB,INR,bank
B980,2025-10-18,24976.0,SWIGGY INDIA CORP,swiggy,M3OZRO2OII,INR,bank
B981,2025-10-15,475.0,APPLE STORE INDIA CORP,apple store,8HR2C1IETS,INR,bank
B982,2025-10-11,5012.0,APPLE_LTD,apple,HIXOSUVT0J,INR,bank
B983,2025-10-20,25012.0,NETFLIX/ONLINE,netflix,X3LUS4ELH9,INR,bank
B984,2025-11-16,24975.0,ZOMATO POS-TRANS,zomato,7ZSMK4E0X2,INR,bank
B985,2025-10-04,811.0,AIR.INDIA_LTD,air,CIR3LB6I88,INR,bank
B986,2025-12-01,1006.0,MAKEMYTRIP-INC,makemytrip,PHC830PFF9,INR,bank
B987,2025-11-21,2526.0,SWIGGY CORP,swiggy,S8OXAPVGX9,INR,bank
B988,2025-10-10,197.0,UBER/ONLINE,uber,KUYTWWC66M,INR,bank
B989,2025-11-20,1012.0,FLIPKART INDIA CORP,flipkart,3PG6K1EIHE,INR,bank
B990,2025-10-12,14996.0,APPLE STORE/ONLINE,apple store,H4M7UQQ6J8,INR,bank
B991,2025-11-19,1506.0,AMAZON.INDIA CORP,amazon,VL51LBW6FR,INR,bank
B992,2025-10-15,1514.0,SPOTIFY/ONLINE,spotify,1NM8VWIZCN,INR,bank
B993,2025-11-20,773.0,IRCTC *0912,irctc 0912,D2OHLFSZRD,INR,bank
B994,2025-10-11,191.0,BIGBASKET INDIA/ONLINE,bigbasket,C37DVF1ZLU,INR,bank
B995,2025-10-05,471.0,MAKEMYTRIP CORP,makemytrip,SDC9DB04IC,INR,bank
B996,2025-11-13,1000.0,AIR_LTD,air,HCHYSYEGCM,INR,bank
B997,2025-11-07,1509.0,RELIANCEMART_LTD,reliancemart,12133BWLA6,INR,bank
B998,2025-11-19,4997.0,PAYTM.MALL CORP,paytm mall,8U3V2EDG75,INR,bank
B999,2025-10-14,308.0,MAKEMYTRIP_LTD,makemytrip,7F3VQDYGB5,INR,bank
B1000,2025-11-02,24977.0,RELIANCE MART CORP,reliance mart,9SMNB6ZL0R,INR,bank
B1001,2025-10-29,978.0,SWIGGY/ONLINE,swiggy,,INR,bank
B1002,2025-11-19,14992.0,PAYTM.MALL POS-TRANS,paytm mall,02R06UL1RG,INR,bank
B1003,2025-10-24,2480.0,ZOMATO-INC,zomato,IZZQK39JU2,INR,bank
B1004,2025-11-10,2507.0,APPLE/ONLINE,apple,HROHMWW3SV,INR,bank
B1005,2025-10-01,1010.0,DMART_LTD,dmart,0S29HAXVM0,INR,bank
B1006,2025-11-11,14980.0,NETFLIX *0912,netflix 0912,ZLDRIKWDMM,INR,bank
B1007,2025-10-19,497.0,MAKEMYTRIP INDIA POS-TRANS,makemytrip,TRBIQPDR6W,INR,bank
B1008,2025-11-23,300.0,BIGBASKET-INC,bigbasket,M2EWAGEVY4,INR,bank
B1009,2025-11-30,1001.0,SWIGGY-INC,swiggy,M535RO5Q1A,INR,bank
B1010,2025-10-28,1010.0,DMART INDIA-INC,dmart,97LGXS689R,INR,bank
B1011,2025-10-20,25000.0,UBER *0912,uber 0912,5D61P62GJ1,INR,bank
B1012,2025-11-16,2497.0,IRCTC-INC,irctc,SCRNG6DAC7,INR,bank
B1013,2025-11-16,10009.0,UBER-INC,uber,YUHSD05DKW,INR,bank
B1014,2025-10-17,1496.0,FLIPKART_LTD,flipkart,,INR,bank
B1015,2025-11-04,297.0,SPOTIFY-INC,spotify,R3EY3A8F0A,INR,bank
B1016,2025-11-07,25003.0,SPOTIFY POS-TRANS,spotify,24JU005F5R,INR,bank
B1017,2025-11-05,1512.0,UBER *0912,uber 0912,,INR,bank
B1018,2025-11-24,24997.0,BOOKMYSHOW CORP,bookmyshow,EUGD3U2HC3,INR,bank
B1019,2025-10-06,14978.0,BIGBASKET CORP,bigbasket,5CKKE5EG4N,INR,bank
B1020,2025-11-05,203.0,BOOKMYSHOW *0912,bookmyshow 0912,,INR,bank
B1021,2025-10-18,10000.0,SPOTIFY *0912,spotify 0912,NEQPKFGKK4,INR,bank
B1022,2025-10-14,4973.0,BOOKMYSHOW *0912,bookmyshow 0912,XEEBR1PUDU,INR,bank
B1023,2025-11-17,1511.0,BIGBASKET CORP,bigbasket,FB4OGNRKS3,INR,bank
B1024,2025-11-04,275.0,SPOTIFY *0912,spotify 0912,A3DPZXBV4O,INR,bank
B1025,2025-11-16,24983.0,SPOTIFY INDIA-INC,spotify,OLKXIVCGVB,INR,bank
B1026,2025-10-19,1503.0,RELIANCE.MART_LTD,reliance mart,USHX9P2A96,INR,bank
B1027,2025-10-06,798.0,SWIGGY POS-TRANS,swiggy,XDPL0W8CQ6,INR,bank
B1028,2025-11-06,322.0,IRCTC/ONLINE,irctc,S2UELQOR7W,INR,bank
B1029,2025-10-09,15003.0,RELIANCE MART POS-TRANS,reliance mart,YJC876BSQL,INR,bank
B1030,2025-11-05,291.0,FLIPKART *0912,flipkart 0912,53NZCFJ4HJ,INR,bank
B1031,2025-10-31,25006.0,AIR_LTD,air,UAKMOU9T4S,INR,bank
B1032,2025-10-21,14990.0,NETFLIX *0912,netflix 0912,9OT3U4SM51,INR,bank
B1033,2025-10-28,1507.0,AMAZONINDIA/ONLINE,amazonindia,YZ6EWSTFBR,INR,bank
B1034,2025-11-28,198.0,PAYTM.MALL-INC,paytm mall,ZRZI7VLAE4,INR,bank
B1035,2025-11-13,9991.0,SPOTIFY *0912,spotify 0912,IY93F9A4RM,INR,bank
B1036,2025-11-28,2481.0,GOOGLE.PLAY_LTD,google play,C620JXYB1M,INR,bank
B1037,2025-10-19,276.0,GOOGLE.PLAY *0912,google play 0912,5YGBC5E1QH,INR,bank
B1038,2025-10-16,4990.0,FLIPKART-INC,flipkart,PPDO0Z1EJS,INR,bank
B1039,2025-11-27,1024.0,AMAZON INDIA POS-TRANS,amazon,192S0MYV9A,INR,bank
B1040,2025-10-10,1012.0,AIR INDIA *0912,air 0912,6CUB5776Z0,INR,bank
B1041,2025-10-22,4985.0,ZOMATO/ONLINE,zomato,F8Z07C0K1U,INR,bank
B1042,2025-10-17,797.0,AIRINDIA *0912,airindia 0912,NEOAG5A0QS,INR,bank
B1043,2025-10-23,24983.0,FLIPKART *0912,flipkart 0912,AMUJIR5NFG,INR,bank
B1044,2025-10-17,4977.0,IRCTC_LTD,irctc,DRL03ANVXT,INR,bank
B1045,2025-11-23,25012.0,DMART_LTD,dmart,U898N8177Y,INR,bank
B1046,2025-11-29,207.0,FLIPKART/ONLINE,flipkart,UM2N01FW8P,INR,bank
B1047,2025-11-14,25010.0,AIR.INDIA-INC,air,2DS7U1VV03,INR,bank
B1048,2025-10-11,9989.0,PAYTM MALL INDIA POS-TRANS,paytm mall,7B210WQ537,INR,bank
B1049,2025-11-29,25002.0,AIRINDIA *0912,airindia 0912,318207HAY0,INR,bank
B1050,2025-10-11,4982.0,ZOMATO INDIA-INC,zomato,DIY6QPVHRQ,INR,bank
B1051,2025-11-08,14984.0,AMAZONINDIA/ONLINE,amazonindia,GSU2MG07FV,INR,bank
B1052,2025-11-28,2516.0,ZOMATO/ONLINE,zomato,YWR05UKCY1,INR,bank
B1053,2025-11-15,5020.0,INDIGO POS-TRANS,indigo,XH9PWYYT8C,INR,bank
B1054,2025-10-30,493.0,SWIGGY CORP,swiggy,2YMZQPH5UT,INR,bank
B1055,2025-11-02,816.0,BOOKMYSHOW POS-TRANS,bookmyshow,XQXQDGIUK5,INR,bank
B1056,2025-10-27,25012.0,FLIPKART_LTD,flipkart,71MC3VFPV1,INR,bank
B1057,2025-10-06,521.0,MYNTRA POS-TRANS,myntra,L3XTCJEY26,INR,bank
B1058,2025-10-05,1508.0,PAYTM MALL CORP,paytm mall,OJ30CUW54O,INR,bank
B1059,2025-10-22,213.0,FLIPKART-INC,flipkart,3XEVEHY948,INR,bank
B1060,2025-10-17,2501.0,SWIGGY_LTD,swiggy,U7XN1MI6Q1,INR,bank
B1061,2025-10-21,9976.0,SWIGGY INDIA *0912,swiggy 0912,6GJZ0VDQE1,INR,bank
B1062,2025-10-29,10002.0,IRCTC INDIA/ONLINE,irctc,YLN6NAW9UK,INR,bank
B1063,2025-10-24,14976.0,DMART CORP,dmart,4FA9JJL61X,INR,bank
B1064,2025-10-28,1498.0,BOOKMYSHOW_LTD,bookmyshow,OHYSW5ICM1,INR,bank
B1065,2025-11-10,15008.0,NETFLIX/ONLINE,netflix,1OW9Y14ONH,INR,bank
B1066,2025-10-14,2492.0,MAKEMYTRIP/ONLINE,makemytrip,RBRY17MH9M,INR,bank
B1067,2025-10-28,5007.0,APPLE_LTD,apple,3QABX6L9V3,INR,bank
B1068,2025-11-18,10004.0,APPLE STORE POS-TRANS,apple store,N867ASV82E,INR,bank
B1069,2025-11-23,790.0,SPOTIFY/ONLINE,spotify,WVS13ZUB8K,INR,bank
B1070,2025-10-17,1472.0,OLA POS-TRANS,ola,RVUBVUFDXA,INR,bank
B1071,2025-10-27,300.0,SWIGGY INDIA POS-TRANS,swiggy,,INR,bank
B1072,2025-11-22,25023.0,GOOGLE PLAY/ONLINE,google play,,INR,bank
B1073,2025-11-21,215.0,APPLE.STORE-INC,apple store,FCI9N1OGMK,INR,bank
B1074,2025-10-11,10000.0,SWIGGY *0912,swiggy 0912,YFUTWASNCW,INR,bank
B1075,2025-10-23,1511.0,OLA/ONLINE,ola,KEUPNQ9EAQ,INR,bank
B1076,2025-11-13,5003.0,NETFLIX INDIA/ONLINE,netflix,E3XDXRHCBI,INR,bank
B1077,2025-10-24,2472.0,MAKEMYTRIP *0912,makemytrip 0912,I1KLVXJO4R,INR,bank
B1078,2025-11-12,823.0,APPLE STORE POS-TRANS,apple store,R4K00X57F2,INR,bank
B1079,2025-11-10,274.0,DMART INDIA-INC,dmart,GY9HEBBB99,INR,bank
B1080,2025-10-01,209.0,PAYTM-INC,paytm,94O4LXQKAR,INR,bank
B1081,2025-11-29,9973.0,BOOKMYSHOW POS-TRANS,bookmyshow,0FI2NABC5E,INR,bank
B1082,2025-11-28,25011.0,FLIPKART CORP,flipkart,0FSBP0AVZX,INR,bank
B1083,2025-11-25,516.0,IRCTC *0912,irctc 0912,W1VY9XUZCM,INR,bank
B1084,2025-10-07,502.0,UBER *0912,uber 0912,MZHNU1QSDZ,INR,bank
B1085,2025-10-31,24995.0,NETFLIX *0912,netflix 0912,ZXXKD5ZD27,INR,bank
B1086,2025-10-17,1482.0,MYNTRA-INC,myntra,LOVXEJWDW0,INR,bank
B1087,2025-10-15,512.0,INDIGO/ONLINE,indigo,H19SG188HC,INR,bank
B1088,2025-11-28,484.0,SPOTIFY/ONLINE,spotify,,INR,bank
B1089,2025-11-06,276.0,IRCTC *0912,irctc 0912,D13NASX73J,INR,bank
B1090,2025-10-18,1485.0,PAYTM MALL/ONLINE,paytm mall,6A01VGKK2W,INR,bank
B1091,2025-11-01,277.0,APPLE STORE/ONLINE,apple store,9EWE7PY0TJ,INR,bank
B1092,2025-10-14,980.0,APPLE STORE INDIA *0912,apple store 0912,GHWK9P1AI6,INR,bank
B1093,2025-11-12,2524.0,SWIGGY CORP,swiggy,2FGPWOCGSP,INR,bank
B1094,2025-10-19,797.0,PAYTM.MALL POS-TRANS,paytm mall,Y2JI32H53Y,INR,bank
B1095,2025-10-25,207.0,DMART_LTD,dmart,3MVACTFSHB,INR,bank
B1096,2025-10-13,1498.0,BIGBASKET_LTD,bigbasket,VCYM70HUBM,INR,bank
B1097,2025-10-17,199.0,RELIANCE MART-INC,reliance mart,U5816XQ0A4,INR,bank
B1098,2025-10-10,297.0,INDIGO *0912,indigo 0912,D3WG4VLUUJ,INR,bank
B1099,2025-10-15,1490.0,IRCTC *0912,irctc 0912,2VKBF0LB72,INR,bank
B1100,2025-11-05,2515.0,PAYTM MALL/ONLINE,paytm mall,TICZ2PVV1G,INR,bank
B1101,2025-11-24,1014.0,PAYTMMALL_LTD,paytmmall,Q5L1C15A0Q,INR,bank
B1102,2025-11-11,1010.0,MYNTRA/ONLINE,myntra,QT1WL3TOJK,INR,bank
B1103,2025-11-20,15011.0,SWIGGY/ONLINE,swiggy,CNLUQ6TRAC,INR,bank
B1104,2025-11-12,2509.0,NETFLIX POS-TRANS,netflix,3PC24TONOA,INR,bank
B1105,2025-10-27,15023.0,SWIGGY_LTD,swiggy,,INR,bank
B1106,2025-10-22,24983.0,NETFLIX CORP,netflix,2EESVSOR2G,INR,bank
B1107,2025-10-11,787.0,AMAZON INDIA_LTD,amazon,3IA9KJNC5K,INR,bank
B1108,2025-11-06,2493.0,ZOMATO_LTD,zomato,ATWGZGQ46Q,INR,bank
B1109,2025-10-14,14999.0,OLA *0912,ola 0912,N81PHKEUEJ,INR,bank
B1110,2025-11-03,2509.0,PAYTM-INC,paytm,DNWFTLBRMR,INR,bank
B1111,2025-11-08,15020.0,INDIGO INDIA POS-TRANS,indigo,,INR,bank
B1112,2025-11-13,479.0,NETFLIX/ONLINE,netflix,1T3JO4C37W,INR,bank
B1113,2025-11-29,2497.0,DMART-INC,dmart,0Y3EGDDJ9J,INR,bank
B1114,2025-10-01,289.0,RELIANCE MART INDIA CORP,reliance mart,AKH7B9AQFQ,INR,bank
B1115,2025-10-11,5016.0,GOOGLE PLAY INDIA *0912,google play 0912,XNA07UCTB0,INR,bank
B1116,2025-11-23,9987.0,SPOTIFY POS-TRANS,spotify,CI4ND043SY,INR,bank
B1117,2025-10-07,9995.0,OLA/ONLINE,ola,9I0MV9OA5I,INR,bank
B1118,2025-11-21,811.0,OLA INDIA_LTD,ola,OB31JKHI7V,INR,bank
B1119,2025-11-28,784.0,INDIGO/ONLINE,indigo,O75ZLWC0OB,INR,bank
B1120,2025-11-18,291.0,GOOGLE *0912,google 0912,7N478148S6,INR,bank
B1121,2025-10-09,4992.0,UBER CORP,uber,4M482OAKWK,INR,bank
B1122,2025-10-18,15014.0,SWIGGY CORP,swiggy,JR3CC3GT5O,INR,bank
B1123,2025-10-20,14996.0,UBER POS-TRANS,uber,ZCAW8369OB,INR,bank
B1124,2025-10-14,9976.0,ZOMATO_LTD,zomato,8HFAS548GO,INR,bank
B1125,2025-11-02,481.0,DMART-INC,dmart,T2E6AAWWS0,INR,bank
B1126,2025-10-09,203.0,SPOTIFY POS-TRANS,spotify,SFA3SVOYGL,INR,bank
B1127,2025-10-07,790.0,MYNTRA-INC,myntra,94I307SE5P,INR,bank
B1128,2025-11-17,175.0,SWIGGY *0912,swiggy 0912,WDFZ8OL89G,INR,bank
B1129,2025-10-29,1000.0,NETFLIX-INC,netflix,UU5T1NSWC0,INR,bank
B1130,2025-11-15,277.0,PAYTM_LTD,paytm,6H646OQAGZ,INR,bank
B1131,2025-11-03,24989.0,AIR INDIA-INC,air,UTG09247DW,INR,bank
B1132,2025-11-10,305.0,INDIGO/ONLINE,indigo,9KDWRP4WGE,INR,bank
B1133,2025-11-12,1526.0,SWIGGY_LTD,swiggy,YEURSTZVC8,INR,bank
B1134,2025-10-20,9995.0,IRCTC *0912,irctc 0912,XGDWPC1IFN,INR,bank
B1135,2025-10-30,25025.0,PAYTM MALL INDIA CORP,paytm mall,EK4H6K72S8,INR,bank
B1136,2025-10-21,198.0,AMAZON.INDIA CORP,amazon,32CFJXK3AF,INR,bank
B1137,2025-10-22,795.0,ZOMATO INDIA *0912,zomato 0912,4R1N3BX6AX,INR,bank
B1138,2025-10-12,203.0,IRCTC CORP,irctc,,INR,bank
B1139,2025-11-13,14996.0,FLIPKART/ONLINE,flipkart,FBY3RNO2ME,INR,bank
B1140,2025-11-25,1002.0,MAKEMYTRIP/ONLINE,makemytrip,,INR,bank
B1141,2025-10-02,502.0,BIGBASKET-INC,bigbasket,0UG4MGYKLQ,INR,bank
B1142,2025-11-09,14992.0,DMART_LTD,dmart,OL5USEEA76,INR,bank
B1143,2025-10-01,2524.0,MAKEMYTRIP CORP,makemytrip,NWG315QBWT,INR,bank
B1144,2025-11-27,989.0,NETFLIX *0912,netflix 0912,B4F7X94ZIY,INR,bank
B1145,2025-10-19,5000.0,GOOGLE PLAY *0912,google play 0912,ZL8VPEK46Q,INR,bank
B1146,2025-10-29,204.0,DMART POS-TRANS,dmart,H03WL1FE40,INR,bank
B1147,2025-11-24,505.0,OLA INDIA/ONLINE,ola,,INR,bank
B1148,2025-10-12,1008.0,BIGBASKET_LTD,bigbasket,,INR,bank
B1149,2025-11-07,214.0,IRCTC INDIA_LTD,irctc,ZLRM6ZY7HH,INR,bank
B1150,2025-10-21,15007.0,SPOTIFY *0912,spotify 0912,B5EIPOZZ19,INR,bank
B1151,2025-11-10,2498.0,BOOKMYSHOW INDIA-INC,bookmyshow,9LWA3BQMNE,INR,bank
B1152,2025-11-21,490.0,IRCTC *0912,irctc 0912,EBAHXDTGR6,INR,bank
B1153,2025-11-20,14998.0,MYNTRA *0912,myntra 0912,R36HTETCUF,INR,bank
B1154,2025-10-10,25005.0,OLA INDIA_LTD,ola,E37WAP9BBR,INR,bank
B1155,2025-10-15,215.0,SWIGGY POS-TRANS,swiggy,SKPWMJY2CU,INR,bank
B1156,2025-11-23,280.0,GOOGLEPLAY CORP,googleplay,XJOHWI0SKH,INR,bank
B1157,2025-10-11,24983.0,PAYTM MALL-INC,paytm mall,8BU2ZHXM1B,INR,bank
B1158,2025-11-16,312.0,RELIANCEMART CORP,reliancemart,T31D0VBT3K,INR,bank
B1159,2025-11-03,2483.0,SPOTIFY INDIA-INC,spotify,FAU9YSRR68,INR,bank
B1160,2025-11-28,490.0,FLIPKART POS-TRANS,flipkart,3TPRAT23PU,INR,bank
B1161,2025-11-23,1003.0,IRCTC POS-TRANS,irctc,,INR,bank
B1162,2025-11-29,1012.0,INDIGO CORP,indigo,VHRUQHKRL0,INR,bank
B1163,2025-11-23,10006.0,IRCTC POS-TRANS,irctc,OAD4J8IL90,INR,bank
B1164,2025-10-28,2502.0,AIRINDIA CORP,airindia,YPMKTJ32ZQ,INR,bank
B1165,2025-11-11,515.0,BIGBASKET/ONLINE,bigbasket,VXZ3R82NW5,INR,bank
B1166,2025-10-02,289.0,UBER INDIA-INC,uber,42CB8QQCJR,INR,bank
B1167,2025-11-23,486.0,SWIGGY CORP,swiggy,8HI60V3ENJ,INR,bank
B1168,2025-10-21,25015.0,ZOMATO INDIA_LTD,zomato,HP22UUVBAA,INR,bank
B1169,2025-11-07,783.0,APPLESTORE POS-TRANS,applestore,8Q2ZO4LQ69,INR,bank
B1170,2025-10-28,15015.0,MAKEMYTRIP POS-TRANS,makemytrip,853CGHEA0C,INR,bank
B1171,2025-10-11,191.0,NETFLIX/ONLINE,netflix,2JJNJG4XQJ,INR,bank
B1172,2025-11-01,5000.0,GOOGLE PLAY INDIA *0912,google play 0912,H3I6SAUYIB,INR,bank
B1173,2025-11-14,792.0,UBER_LTD,uber,,INR,bank
B1174,2025-11-26,5017.0,GOOGLE PLAY POS-TRANS,google play,GDMAYDU8GT,INR,bank
B1175,2025-10-23,492.0,SWIGGY/ONLINE,swiggy,VMCQLO3Y02,INR,bank
B1176,2025-11-07,15011.0,MAKEMYTRIP INDIA/ONLINE,makemytrip,ANYJ2UZV9A,INR,bank
B1177,2025-10-10,815.0,UBER INDIA_LTD,uber,VHUTA7PU4M,INR,bank
B1178,2025-10-31,1513.0,BOOKMYSHOW POS-TRANS,bookmyshow,A92MV9GV3S,INR,bank
B1179,2025-11-06,205.0,APPLE STORE CORP,apple store,39N8ZOHZ9G,INR,bank
B1180,2025-11-05,1490.0,AIR INDIA *0912,air 0912,,INR,bank
B1181,2025-11-24,5004.0,NETFLIX_LTD,netflix,,INR,bank
B1182,2025-10-06,814.0,OLA POS-TRANS,ola,1NY4E5LT81,INR,bank
B1183,2025-10-16,991.0,SPOTIFY CORP,spotify,,INR,bank
B1184,2025-10-31,293.0,BIGBASKET *0912,bigbasket 0912,SFERG9VB61,INR,bank
B1185,2025-10-03,195.0,BOOKMYSHOW CORP,bookmyshow,OM5VKCTZWR,INR,bank
B1186,2025-11-01,5000.0,BIGBASKET CORP,bigbasket,4HVA5QLXOD,INR,bank
B1187,2025-11-25,10016.0,AMAZONINDIA POS-TRANS,amazonindia,67EHU0ZXBG,INR,bank
B1188,2025-11-04,4989.0,MAKEMYTRIP INDIA *0912,makemytrip 0912,3E6S1RQPYZ,INR,bank
B1189,2025-10-18,9993.0,BOOKMYSHOW-INC,bookmyshow,NIMH4BSNR3,INR,bank
B1190,2025-11-29,991.0,SWIGGY CORP,swiggy,I3YF161Q5M,INR,bank
B1191,2025-10-05,293.0,RELIANCE MART INDIA_LTD,reliance mart,DZMQ3Z8ZV9,INR,bank
B1192,2025-10-20,2499.0,DMART CORP,dmart,WTC2VY2DXI,INR,bank
B1193,2025-10-14,979.0,AMAZON INDIA INDIA POS-TRANS,amazon,IPD2NIY03X,INR,bank
B1194,2025-10-03,490.0,DMART/ONLINE,dmart,L8S1WWOP5C,INR,bank
B1195,2025-10-26,24987.0,NETFLIX CORP,netflix,,INR,bank
B1196,2025-10-02,9989.0,DMART_LTD,dmart,2YX4S19Y9Z,INR,bank
B1197,2025-11-05,15021.0,AIR INDIA INDIA/ONLINE,air,RNW88H9Y4G,INR,bank
B1198,2025-12-01,278.0,DMART-INC,dmart,VF8Z2SV7XG,INR,bank
B1199,2025-10-07,184.0,SWIGGY INDIA-INC,swiggy,653ZQE7IYK,INR,bank
B1200,2025-10-10,25009.0,ZOMATO POS-TRANS,zomato,MQFHR8RMN5,INR,bank
B1201,2025-10-20,1511.0,UBER/ONLINE,uber,MYS9ZZSK0W,INR,bank
B1202,2025-10-25,14995.0,IRCTC INDIA *0912,irctc 0912,2NTVCUJP91,INR,bank
B1203,2025-10-31,4983.0,AMAZON INDIA INDIA/ONLINE,amazon,2X8P55IPN8,INR,bank
B1204,2025-11-28,171.0,GOOGLE PLAY-INC,google play,QHV4UABKYC,INR,bank
B1205,2025-10-29,4989.0,SPOTIFY POS-TRANS,spotify,LSODUJ8Y3V,INR,bank
B1206,2025-10-15,2500.0,NETFLIX/ONLINE,netflix,K3F5AKA3UA,INR,bank
B1207,2025-10-06,9992.0,BIGBASKET/ONLINE,bigbasket,,INR,bank
B1208,2025-11-29,812.0,ZOMATO-INC,zomato,,INR,bank
B1209,2025-11-26,2523.0,ZOMATO *0912,zomato 0912,FXHVHI71PU,INR,bank
B1210,2025-11-23,289.0,INDIGO_LTD,indigo,3HYWHUXPF5,INR,bank
B1211,2025-10-06,477.0,FLIPKART INDIA *0912,flipkart 0912,I7UH0HFUZ8,INR,bank
B1212,2025-10-16,1491.0,SPOTIFY/ONLINE,spotify,7LLR28W5QK,INR,bank
B1213,2025-11-07,2503.0,AMAZONINDIA_LTD,amazonindia,KPXOW3JCQG,INR,bank
B1214,2025-11-21,4991.0,INDIGO *0912,indigo 0912,J7M1BZI9L4,INR,bank
B1215,2025-12-01,500.0,AMAZON INDIA INDIA POS-TRANS,amazon,63VFZ5QMIC,INR,bank
B1216,2025-11-08,290.0,APPLE STORE INDIA_LTD,apple store,XF1OOGX7XB,INR,bank
B1217,2025-10-12,1510.0,FLIPKART INDIA *0912,flipkart 0912,0SWRGBSD30,INR,bank
B1218,2025-11-06,2494.0,FLIPKART POS-TRANS,flipkart,90XJCZD6M1,INR,bank
B1219,2025-10-20,299.0,SWIGGY/ONLINE,swiggy,,INR,bank
B1220,2025-10-16,15015.0,BIGBASKET *0912,bigbasket 0912,7ZVJ7PDA6P,INR,bank
B1221,2025-11-28,507.0,AMAZON-INC,amazon,4NFY10J97F,INR,bank
B1222,2025-11-11,2476.0,MAKEMYTRIP/ONLINE,makemytrip,87GFXF65WK,INR,bank
B1223,2025-10-05,9990.0,DMART CORP,dmart,YG3BXCEIQD,INR,bank
B1224,2025-10-04,509.0,ZOMATO_LTD,zomato,MDDB51NLKQ,INR,bank
B1225,2025-10-02,1489.0,IRCTC CORP,irctc,,INR,bank
B1226,2025-11-16,2498.0,ZOMATO-INC,zomato,,INR,bank
B1227,2025-10-17,220.0,BOOKMYSHOW POS-TRANS,bookmyshow,49D2L9G0K8,INR,bank
B1228,2025-10-06,490.0,AIR.INDIA-INC,air,BTPELB5EWN,INR,bank
B1229,2025-10-18,775.0,RELIANCE.MART/ONLINE,reliance mart,,INR,bank
B1230,2025-10-16,9992.0,SPOTIFY *0912,spotify 0912,KO3LZIZFXF,INR,bank
B1231,2025-10-16,807.0,APPLESTORE *0912,applestore 0912,F8FSOSTORG,INR,bank
B1232,2025-10-23,4996.0,IRCTC *0912,irctc 0912,OYTNB4R27D,INR,bank
B1233,2025-11-13,4996.0,INDIGO POS-TRANS,indigo,LWL4I21BKF,INR,bank
B1234,2025-11-03,485.0,UBER_LTD,uber,,INR,bank
B1235,2025-10-22,1503.0,AIR.INDIA/ONLINE,air,5EOXW68NYT,INR,bank
B1236,2025-11-17,10005.0,OLA *0912,ola 0912,4Z9DUL8P1K,INR,bank
B1237,2025-10-17,218.0,MYNTRA CORP,myntra,1Q6GNN84F8,INR,bank
B1238,2025-10-08,322.0,APPLE-INC,apple,,INR,bank
B1239,2025-11-01,497.0,BIGBASKET CORP,bigbasket,1NXRKUQURF,INR,bank
B1240,2025-10-16,9999.0,AMAZON.INDIA POS-TRANS,amazon,C8EIOYRYXM,INR,bank
B1241,2025-11-01,9991.0,APPLE/ONLINE,apple,21J8H9KQBO,INR,bank
B1242,2025-10-10,25022.0,APPLE.STORE-INC,apple store,3O0F04GETK,INR,bank
B1243,2025-11-10,10008.0,PAYTM-INC,paytm,3TYR5O2AFN,INR,bank
B1244,2025-10-27,14996.0,OLA-INC,ola,1KPEGJCNV2,INR,bank
B1245,2025-11-14,14984.0,FLIPKART-INC,flipkart,01IER9PH20,INR,bank
B1246,2025-10-07,9994.0,INDIGO INDIA *0912,indigo 0912,UCOFR5VYBJ,INR,bank
B1247,2025-10-22,14988.0,GOOGLE PLAY_LTD,google play,0LTYZG7K90,INR,bank
B1248,2025-11-22,511.0,IRCTC INDIA-INC,irctc,,INR,bank
B1249,2025-11-24,14989.0,ZOMATO/ONLINE,zomato,Y4KJTSDO9U,INR,bank
B1250,2025-10-20,1497.0,FLIPKART_LTD,flipkart,R5BDGXT41G,INR,bank
B1251,2025-11-11,1519.0,UBER POS-TRANS,uber,UHDC7PJG0Q,INR,bank
B1252,2025-10-05,781.0,AIR INDIA INDIA CORP,air,D6I3P8YKMC,INR,bank
B1253,2025-11-28,4983.0,DMART POS-TRANS,dmart,UMGEYMI2H1,INR,bank
