id,date,amount,merchant,reference,currency
L1064,2025-10-28,1510,Amazon India,4ESOH67CN0,INR
L1065,2025-11-29,15005,Myntra,EKBXRD6XUA,INR
L1066,2025-10-16,786,IRCTC,8NLQI171U9,INR
L1067,2025-11-24,9986,Myntra,94SKZJRW5W,INR
L1068,2025-10-25,482,Ola,MCQYLAAKDE,INR
L1069,2025-11-25,24992,Amazon India,40BWS7FXV1,INR
L1070,2025-11-18,9996,Ola,4Z9DUL8P1K,INR
L1071,2025-10-17,806,Apple Store,F8FSOSTORG,INR
L1072,2025-11-18,1001,Swiggy,5PXETD34ZY,INR
L1073,2025-10-18,2494,BookMyShow,BZRLCYP86Z,INR
L1074,2025-10-12,5014,Apple Store,HIXOSUVT0J,INR
L1075,2025-10-24,792,Paytm Mall,UZGOP63A4R,INR
L1076,2025-11-11,498,Paytm Mall,EAIPKYF95G,INR
L1077,2025-10-22,1010,Myntra,IOG468UNY5,INR
L1078,2025-11-28,2496,Spotify,AZQ69RX5AO,INR
L1079,2025-10-05,2486,Swiggy,F0AZMAR0RH,INR
L1080,2025-11-16,213,Google Play,JFCCCIGKBG,INR
L1081,2025-10-08,798,Uber,LQAD4YUMUZ,INR
L1082,2025-11-03,14991,IndiGo,WZ090GVK7A,INR
L1083,2025-11-05,15008,Paytm Mall,FYRSR5XGH7,INR
L1084,2025-11-04,285,Flipkart,53NZCFJ4HJ,INR
L1085,2025-11-27,208,BookMyShow,D29E1TBK4U,INR
L1086,2025-11-30,518,Amazon India,7CN6GJKOGA,INR
L1087,2025-11-15,279,Netflix,ZFWXD1NZO4,INR
L1088,2025-10-27,2506,Apple Store,IJA1F219C4,INR
L1089,2025-10-18,2484,Flipkart,V66HZ5RSF8,INR
L1090,2025-10-27,793,Reliance Mart,HJ7TUAH0G1,INR
L1091,2025-10-31,281,Apple Store,0XQNKF3DVP,INR
L1092,2025-10-26,513,BigBasket,BTSAYE4PU3,INR
L1093,2025-11-18,1515,IRCTC,FBHAV7FTBE,INR
L1094,2025-10-08,800,Apple Store,GV3HSKGAF9,INR
L1095,2025-10-06,5018,Paytm Mall,ODYTK6WLON,INR
L1096,2025-11-01,481,Paytm Mall,UKBKG5XTR2,INR
L1097,2025-10-29,14987,Amazon India,MY5973BHV8,INR
L1098,2025-10-27,503,Spotify,IC9KG82P90,INR
L1099,2025-10-28,14995,Google Play,9PS9NVNDUT,INR
L1100,2025-11-08,15010,Air India,R3SW0P0IR8,INR
L1101,2025-10-14,491,Reliance Mart,WCDZ6SGVD8,INR
L1102,2025-11-29,25004,Netflix,9BBJ7ROZPE,INR
L1103,2025-11-28,516,BigBasket,N3KYAPKP0R,INR
L1104,2025-11-11,987,Zomato,2P7LJGHSLX,INR
L1105,2025-10-31,24995,Reliance Mart,7MVHLTK7GU,INR
L1106,2025-10-11,9993,BookMyShow,PPJGWFS6DN,INR
L1107,2025-11-24,979,MakeMyTrip,8RTE0C2J8G,INR
L1108,2025-10-25,802,MakeMyTrip,AWKOIWGVS3,INR
L1109,2025-11-29,808,IRCTC,N8XYQW6V3M,INR
L1110,2025-10-28,4998,BookMyShow,1QJM1XTDIO,INR
L1111,2025-11-19,196,Netflix,WYU4LRDS36,INR
L1112,2025-11-04,9999,Zomato,YXD5EKRSGF,INR
L1113,2025-10-07,303,DMart,ILHZYHRMP1,INR
L1114,2025-11-23,4980,Amazon India,0PV76RA50B,INR
L1115,2025-11-09,25013,BookMyShow,V38U51WGMP,INR
L1116,2025-11-13,502,Ola,MM1FDPYR0Y,INR
L1117,2025-10-01,9979,Ola,Z23HTO15BC,INR
L1118,2025-11-30,279,MakeMyTrip,EHZCSI2604,INR
L1119,2025-10-20,294,Spotify,7GJWKBCABS,INR
L1120,2025-11-20,2488,IndiGo,ISDED23E5E,INR
L1121,2025-11-05,5011,Google Play,NP1BZK4YR9,INR
L1122,2025-10-12,2499,Paytm Mall,48J7DIBDF9,INR
L1123,2025-10-24,2510,MakeMyTrip,81VJDVKIZD,INR
L1124,2025-10-15,281,Myntra,VTTTBG77IC,INR
L1125,2025-11-07,2490,Paytm Mall,2IKMBZYXGY,INR
L1126,2025-10-19,4980,BookMyShow,6F5E30ZLUK,INR
L1127,2025-10-25,817,Apple Store,5IMWUXBG8E,INR
L1128,2025-10-08,24988,Myntra,GELAOSO4UF,INR
L1129,2025-11-18,10018,Zomato,K166M8U8YB,INR
L1130,2025-11-01,203,Swiggy,OJYN2EF3TU,INR
L1131,2025-11-15,1512,Netflix,IAJNR1FQHZ,INR
L1132,2025-11-05,516,Apple Store,NMGZ5XW5RF,INR
L1133,2025-11-06,15005,Spotify,9KOEW47OHM,INR
L1134,2025-10-07,494,Air India,BTPELB5EWN,INR
L1135,2025-10-30,214,Reliance Mart,3SNDAP9MGU,INR
L1136,2025-11-11,2496,Reliance Mart,5YO5CTC0MP,INR
L1137,2025-10-27,519,Reliance Mart,0RPBSVYMSI,INR
L1138,2025-10-20,980,Reliance Mart,K81RBUNEMO,INR
L1139,2025-10-13,4996,Ola,R7SGANUP5W,INR
L1140,2025-11-10,796,MakeMyTrip,IKBG9ZDSLX,INR
L1141,2025-11-18,1012,BookMyShow,N3YU72NT9I,INR
L1142,2025-10-29,2506,Swiggy,EPZM5M71I6,INR
L1143,2025-11-01,493,BigBasket,1NXRKUQURF,INR
L1144,2025-10-18,1482,Flipkart,Y6MBQ09HOH,INR
L1145,2025-11-15,306,Reliance Mart,T31D0VBT3K,INR
L1146,2025-10-24,980,Netflix,H694MZFYMI,INR
L1147,2025-10-12,4999,IRCTC,FNTKSV0XDP,INR
L1148,2025-10-27,983,BigBasket,7SUIQFD04S,INR
L1149,2025-11-22,283,Google Play,XJOHWI0SKH,INR
L1150,2025-11-20,15015,Swiggy,4V5XCY4U9B,INR
L1151,2025-10-02,995,Amazon India,RKD0UDGXCG,INR
L1152,2025-11-29,2491,Netflix,PBD0D4JIHB,INR
L1153,2025-10-16,818,IndiGo,9FFQ57271O,INR
L1154,2025-11-30,1002,Flipkart,3L8O8SC4U3,INR
L1155,2025-11-03,9983,DMart,RZVITCPSLD,INR
L1156,2025-11-11,997,Google Play,3UBJ38AG60,INR
L1157,2025-11-07,992,Paytm Mall,5B3QXE05FO,INR
L1158,2025-11-18,15019,Uber,10QTJEFVP3,INR
L1159,2025-11-27,24984,Netflix,UAA6KBLTO4,INR
L1160,2025-10-10,14991,BigBasket,LITKQI43WO,INR
L1161,2025-11-11,2514,Ola,6CAGKJ6VL5,INR
L1162,2025-11-20,779,IndiGo,VC04PHZPHD,INR
L1163,2025-11-01,2504,DMart,6LDORKXV5S,INR
L1164,2025-10-04,5014,Air India,H01M3MZGR0,INR
L1165,2025-10-22,819,Amazon India,FOCG92F4JR,INR
L1166,2025-10-06,1495,Netflix,602FV8FP3N,INR
L1167,2025-11-18,2505,Zomato,YUETPEY92B,INR
L1168,2025-10-29,496,MakeMyTrip,LX2VXGH48M,INR
L1169,2025-11-02,987,Google Play,HI6L87TVUA,INR
L1170,2025-11-12,213,BigBasket,P9IB3I9ULS,INR
L1171,2025-10-19,1011,Reliance Mart,XT28T9UNBQ,INR
L1172,2025-11-16,210,Uber,JF91XMHVEX,INR
L1173,2025-11-23,1485,IndiGo,MOJISX91C0,INR
L1174,2025-10-16,981,Spotify,EX4P3MQB6C,INR
L1175,2025-10-16,812,Apple Store,T5P8FGGXZQ,INR
L1176,2025-10-11,2503,Paytm Mall,ZIY2TZ4XDS,INR
L1177,2025-11-16,24994,Netflix,NVOQGF6Q7W,INR
L1178,2025-11-12,4984,Google Play,PVG8BNYB7Z,INR
L1179,2025-11-10,10003,Amazon India,52IM1VUS1C,INR
L1180,2025-11-23,14998,Zomato,Y4KJTSDO9U,INR
L1181,2025-11-03,15000,IndiGo,MWW9FEQICL,INR
L1182,2025-10-28,14997,Ola,6GZFMD7E8P,INR
L1183,2025-10-31,819,Spotify,93MJ04UQDF,INR
L1184,2025-11-24,195,Spotify,YNLFL2C8P7,INR
L1185,2025-10-24,25014,Swiggy,RU3NGR3VFV,INR
L1186,2025-11-09,1005,Amazon India,K8XGLIB6ER,INR
L1187,2025-10-02,189,Google Play,YQAT0KKHMR,INR
L1188,2025-10-11,1491,Swiggy,EJIY8K4DN7,INR
L1189,2025-10-11,515,IndiGo,XUZDP99XZE,INR
L1190,2025-10-17,819,Air India,MYNZHSGYNE,INR
L1191,2025-11-05,194,Flipkart,V5LP4F53KE,INR
L1192,2025-10-16,25003,Amazon India,AHB672XOC6,INR
L1193,2025-11-30,25011,DMart,Z1CUVFE8VS,INR
L1194,2025-10-06,807,IRCTC,EYI28FMVP3,INR
L1195,2025-10-04,191,Apple Store,EBO1DM9VQ1,INR
L1196,2025-11-21,2519,IRCTC,ZRDQGO0GWZ,INR
L1197,2025-10-02,15014,Zomato,QVQR4P2PV4,INR
L1198,2025-11-28,2504,DMart,0Y3EGDDJ9J,INR
L1199,2025-10-16,15004,Air India,ZA5RBJE7L3,INR
L1200,2025-10-14,191,Reliance Mart,C3DPHFDMIP,INR
L1201,2025-11-17,294,Google Play,7N478148S6,INR
L1202,2025-11-27,5012,Reliance Mart,DSTSLECNBL,INR
L1203,2025-11-11,15014,Netflix,1OW9Y14ONH,INR
L1204,2025-10-24,24995,Flipkart,R8F9S9LLO3,INR
L1205,2025-10-23,10002,MakeMyTrip,7CJSJUX9ZJ,INR
L1206,2025-11-19,1506,MakeMyTrip,7NCH4SAQY6,INR
L1207,2025-11-01,189,Paytm Mall,8YGRHJBD9L,INR
L1208,2025-11-19,15012,Zomato,DGL8N1OC2F,INR
L1209,2025-11-20,1016,MakeMyTrip,2TJWMCQ6FF,INR
L1210,2025-11-22,279,Ola,15PTNWFDZG,INR
L1211,2025-11-19,815,Reliance Mart,KCA1GCVSOV,INR
L1212,2025-10-14,2491,IRCTC,WSTY9HFAAX,INR
L1213,2025-11-13,10005,Uber,GBQ9LDDO3P,INR
L1214,2025-11-14,1501,Spotify,WIXT8QDFDM,INR
L1215,2025-11-26,24989,Uber,2OBJEMEEP5,INR
L1216,2025-11-28,5014,Amazon India,H0IMH54J85,INR
L1217,2025-10-29,1502,Apple Store,M6KCXUAXPN,INR
L1218,2025-11-28,1519,Spotify,L12GARRXQJ,INR
L1219,2025-10-10,994,Myntra,LS6WB5OIRK,INR
L1220,2025-10-19,1002,Google Play,FLQK3NJH3V,INR
L1221,2025-11-28,503,IndiGo,2RK5FGJF3D,INR
L1222,2025-10-05,1491,BookMyShow,NKF69975G2,INR
L1223,2025-10-31,812,Spotify,SXQ7G4JKUT,INR
L1224,2025-11-15,14984,Ola,MATZAQQ3SR,INR
L1225,2025-11-13,9982,Apple Store,ZZZ4HPB7HF,INR
L1226,2025-11-09,213,Air India,YB4V08SGZI,INR
L1227,2025-10-21,502,DMart,KGRVAYMXBT,INR
L1228,2025-10-22,10019,IndiGo,XYI157FYAR,INR
L1229,2025-11-07,287,Google Play,E2TQHDMVOH,INR
L1230,2025-10-15,24986,Swiggy,QNWBMTYDKB,INR
L1231,2025-10-26,307,Amazon India,2JKTJJYC32,INR
L1232,2025-10-09,4990,Google Play,H0SZJ1SHA5,INR
L1233,2025-11-04,4998,IRCTC,UE2B60POUE,INR
L1234,2025-11-30,4999,Swiggy,KJ14HQX9O8,INR
L1235,2025-11-17,479,DMart,QSZBB8R204,INR
L1236,2025-11-07,4988,Air India,9G2TISY16M,INR
L1237,2025-10-28,1506,Amazon India,B1PQ4O4JLZ,INR
L1238,2025-10-06,9983,Flipkart,EA69GDOJHA,INR
L1239,2025-10-27,282,Air India,14NER56MGF,INR
L1240,2025-10-01,813,Flipkart,LS1GJM1DY8,INR
L1241,2025-10-22,811,Reliance Mart,CVT6WRBAJ0,INR
L1242,2025-10-13,5000,Myntra,HRFDIL5Q90,INR
L1243,2025-11-20,24984,Google Play,DNEILLMGGG,INR
L1244,2025-10-18,513,Air India,PM0AE7I5TV,INR
L1245,2025-11-06,797,Netflix,NMEJ0YYJQX,INR
L1246,2025-11-14,14989,Flipkart,FBY3RNO2ME,INR
L1247,2025-11-02,15010,Apple Store,U86DVUMRBK,INR
L1248,2025-10-22,1009,Google Play,JN9DP0P1MM,INR
L1249,2025-10-27,811,Uber,BI0B9UNTK6,INR
L1250,2025-11-29,24987,Flipkart,A1Y6JCJ54B,INR
L1251,2025-10-17,9986,Uber,QZ16QQ7HDS,INR
L1252,2025-11-15,790,Uber,5JPVSJ804F,INR
L1253,2025-11-08,500,Swiggy,DY0QWQXBDJ,INR
L1254,2025-10-04,288,Air India,0T5INB38VT,INR
L1255,2025-11-01,807,IndiGo,Q0DYPQ2U28,INR
L1256,2025-10-01,2482,Uber,6I3499HA9O,INR
L1257,2025-10-28,810,Amazon India,8MGPPRQYGU,INR
L1258,2025-10-16,1507,Netflix,0B1IBYJAPZ,INR
L1259,2025-11-11,1479,Amazon India,NGH3RNF114,INR
L1260,2025-11-02,15006,Swiggy,TAFYBIBRB4,INR
L1261,2025-10-04,499,Zomato,MDDB51NLKQ,INR
L1262,2025-10-07,215,Amazon India,F7IXVC6ZX3,INR
L1263,2025-10-13,783,Apple Store,ZJHGV5PHK8,INR
L1264,2025-11-25,494,DMart,W0Y2Q4HD21,INR
L1265,2025-10-07,24987,Google Play,VKPH8T843W,INR
L1266,2025-10-30,518,Ola,91E8KBJ7C1,INR
L1267,2025-10-10,480,Zomato,M457XLJO7Z,INR
L1268,2025-11-28,4990,Flipkart,EZT3U8GQNM,INR
L1269,2025-11-28,512,Swiggy,74Y003XV6D,INR
L1270,2025-10-08,315,Myntra,LLAK1X55CD,INR
L1271,2025-10-27,1493,Air India,5FE3SX5ZRW,INR
L1272,2025-11-09,15000,Flipkart,2YAYACT090,INR
L1273,2025-10-24,5009,Uber,N0P4H4NZGZ,INR
L1274,2025-10-28,14979,Ola,ONODBSEOR0,INR
L1275,2025-11-26,1499,Myntra,7SOVXOH10S,INR
L1276,2025-10-17,298,IRCTC,V2HIVMVJ9Z,INR
L1277,2025-11-20,4989,IRCTC,1P4DFB17JZ,INR
L1278,2025-10-24,4993,Netflix,952Y9SV7FY,INR
L1279,2025-10-22,312,Netflix,SZK90XAF0J,INR
L1280,2025-10-30,4994,Swiggy,G7YTUST8KV,INR
L1281,2025-11-10,1487,Google Play,DST5FMS8HM,INR
L1282,2025-10-15,808,Air India,820ZEZDLOR,INR
L1283,2025-11-24,1015,Netflix,P4AUNMOXZZ,INR
L1284,2025-11-29,24993,Air India,318207HAY0,INR
L1285,2025-10-07,204,Ola,TSFNCAQL78,INR
L1286,2025-11-07,1004,BigBasket,OP68PFGWYK,INR
L1287,2025-11-24,2489,Reliance Mart,O6DZ2T882T,INR
L1288,2025-10-24,1514,Zomato,CL50A5AL68,INR
L1289,2025-11-25,9997,Amazon India,9VHGFVIO17,INR
L1290,2025-11-21,15011,Netflix,P4D4ZKB991,INR
L1291,2025-10-02,791,Uber,4O5R82LU1R,INR
L1292,2025-10-17,206,Apple Store,IXZ9UVVIE5,INR
L1293,2025-10-04,14986,Uber,ATB0EV28Y6,INR
L1294,2025-11-25,2515,Air India,9CR4A7GHXY,INR
L1295,2025-10-28,217,Myntra,1FBFS539MN,INR
L1296,2025-11-05,180,Uber,0ERACTOW0F,INR
L1297,2025-11-15,5015,Myntra,5JTA93I6ER,INR
L1298,2025-10-07,5015,Swiggy,CJQT1M6GS7,INR
L1299,2025-11-08,209,IRCTC,EBS41KI6GZ,INR
L1300,2025-11-09,786,Swiggy,U88F7YORMU,INR
L1301,2025-11-02,2518,Spotify,F4TWNSFDNO,INR
L1302,2025-10-04,1512,IndiGo,US3NDGFYZW,INR
L1303,2025-11-15,1007,Paytm Mall,PPS7GUL2VV,INR
L1304,2025-11-05,817,Apple Store,HKXQ2ONRPP,INR
L1305,2025-11-11,5006,Spotify,LWLKMJOC04,INR
L1306,2025-10-15,813,Uber,42XEDZHULV,INR
L1307,2025-10-19,5019,Netflix,IIV8TA7MOD,INR
L1308,2025-11-22,2512,Amazon India,N59WR0TSBS,INR
L1309,2025-10-28,4992,Spotify,LSODUJ8Y3V,INR
L1310,2025-10-28,501,IRCTC,4DLI62FCR7,INR
L1311,2025-11-25,779,DMart,MHBH4HLQ3B,INR
L1312,2025-10-25,205,Netflix,UPQ9AA7BB8,INR
L1313,2025-11-23,24999,Zomato,NCUP5O4YAV,INR
L1314,2025-10-19,4991,Flipkart,1GD7Q4RT0A,INR
L1315,2025-11-21,14984,Myntra,R667HVLEQX,INR
L1316,2025-11-13,1013,BigBasket,VIPPRK7Z6Y,INR
L1317,2025-10-01,1509,Spotify,DU7CD2RFLJ,INR
L1318,2025-10-07,9984,Myntra,8P6SB27G91,INR
L1319,2025-10-12,1493,Air India,2A0XMEXUVI,INR
L1320,2025-11-19,15018,Google Play,CB46GFHHAF,INR
L1321,2025-10-22,10015,Amazon India,CPX877JI3V,INR
L1322,2025-11-15,10008,IRCTC,N30FFLX8NH,INR
L1323,2025-10-25,4983,Swiggy,Q0ZINX3LA4,INR
L1324,2025-11-26,1512,Paytm Mall,46XPPG0KSQ,INR
L1325,2025-10-13,302,IRCTC,A9917Z04YY,INR
L1326,2025-11-15,202,Google Play,NTE9KLQSMW,INR
L1327,2025-11-09,798,Spotify,G1UEEAWVBF,INR
L1328,2025-10-11,15009,IRCTC,0N81RF9ATK,INR
L1329,2025-11-02,217,Swiggy,QEJMGZZLPW,INR
L1330,2025-11-07,9986,BookMyShow,IYLCNKV8FY,INR
L1331,2025-10-09,24982,Spotify,2NQM4C6KME,INR
L1332,2025-10-04,10000,Paytm Mall,VGM35JBMAI,INR
L1333,2025-11-02,312,Myntra,P16ILNVEHX,INR
L1334,2025-11-30,304,Swiggy,LN1ERRY8SH,INR
L1335,2025-11-29,498,MakeMyTrip,YMBECTZSXZ,INR
L1336,2025-10-27,499,BigBasket,2NAMXJHA6R,INR
L1337,2025-11-11,4996,DMart,B24DBVL9SW,INR
L1338,2025-11-01,515,BookMyShow,GK6ORL4W4C,INR
L1339,2025-11-19,25017,BookMyShow,JPC8O3UV9N,INR
L1340,2025-11-24,979,IndiGo,QJQDIU5LNR,INR
L1341,2025-10-17,992,DMart,CV2GSL5POV,INR
L1342,2025-10-01,9996,BookMyShow,8WDCJFCIR6,INR
L1343,2025-11-20,10002,Ola,S1C8D3PF3H,INR
L1344,2025-10-12,15014,Apple Store,5HEMQNZ05M,INR
L1345,2025-11-19,993,Flipkart,RC4W5HW0AL,INR
L1346,2025-11-26,788,Uber,9GX5E0YQJJ,INR
L1347,2025-10-25,24997,Google Play,31V8VQ11YE,INR
L1348,2025-11-10,319,Air India,REKXJT2881,INR
L1349,2025-10-14,504,DMart,3IJAW8DNWP,INR
L1350,2025-10-05,4985,DMart,4TX8VBW6ML,INR
L1351,2025-11-21,199,Google Play,J7HS7RHY4K,INR
L1352,2025-10-26,25009,Flipkart,71MC3VFPV1,INR
L1353,2025-10-22,799,Ola,JE6DPYQJRI,INR
L1354,2025-10-01,982,Paytm Mall,TBC5JS99C8,INR
L1355,2025-10-08,1503,Amazon India,8HCYXHJTGR,INR
L1356,2025-10-26,187,MakeMyTrip,VYBQW2EA22,INR
L1357,2025-11-23,279,Netflix,660P037Y60,INR
L1358,2025-10-27,10016,MakeMyTrip,3PABE9JC76,INR
L1359,2025-10-01,4982,IndiGo,DRGB82IA9O,INR
L1360,2025-10-15,25000,Spotify,T53POXN49E,INR
L1361,2025-10-07,15012,BigBasket,ATQRU2V2L2,INR
L1362,2025-11-13,15019,MakeMyTrip,7D6BBYBFFA,INR
L1363,2025-10-15,4992,Apple Store,S1X752T4YV,INR
L1364,2025-10-11,193,Uber,KUYTWWC66M,INR
L1365,2025-10-22,4981,Ola,93I3R9ODKC,INR
L1366,2025-10-07,1492,Amazon India,H23L1UVE29,INR
L1367,2025-11-13,185,Amazon India,I1RHFD4BJT,INR
L1368,2025-10-25,1517,Swiggy,511XWN28EZ,INR
L1369,2025-10-10,1492,Swiggy,34T0XY6YZX,INR
L1370,2025-10-27,490,Ola,TMTE8IVYKT,INR
L1371,2025-10-26,10003,Air India,T1Q5P845TV,INR
L1372,2025-10-28,4979,Spotify,MD6OI83VPS,INR
L1373,2025-10-31,301,BookMyShow,6AY5WIDFTU,INR
L1374,2025-11-28,296,DMart,67WD3ENATR,INR
L1375,2025-11-05,2517,Swiggy,CIPREGH8F6,INR
L1376,2025-10-16,4981,Paytm Mall,ZSFFWDSJN2,INR
L1377,2025-10-07,1010,Netflix,NNH2FLCVW0,INR
L1378,2025-11-09,25016,IRCTC,ZHVWKCUU2K,INR
L1379,2025-10-07,1011,Flipkart,Z97THO4C3A,INR
L1380,2025-10-03,9985,Google Play,26BR687ZTL,INR
L1381,2025-11-20,209,BigBasket,ILFMO67HD8,INR
L1382,2025-11-17,15005,Netflix,N8UKIUS9HK,INR
L1383,2025-11-18,1510,Amazon India,VL51LBW6FR,INR
L1384,2025-10-17,314,IndiGo,GR2IUQ8NDX,INR
L1385,2025-10-04,9998,Zomato,MZQHR478FR,INR
L1386,2025-11-05,2517,IndiGo,18W47XMVLJ,INR
L1387,2025-11-20,217,Google Play,ZBWO2I7AUJ,INR
L1388,2025-11-08,786,Air India,IS7F5A7T4O,INR
L1389,2025-10-02,14981,Myntra,K0QHS4FV9E,INR
L1390,2025-11-13,10014,Google Play,C93SPGBQRB,INR
L1391,2025-10-22,10004,Paytm Mall,M11BCZR5L9,INR
L1392,2025-10-08,293,Uber,RK80OEOYER,INR
L1393,2025-11-11,1510,Amazon India,4DKNIPZE3C,INR
L1394,2025-10-19,801,Amazon India,OY149DZQ40,INR
L1395,2025-11-02,285,BigBasket,FKEYJI6UEI,INR
L1396,2025-10-01,805,Spotify,LEK9E7KP2S,INR
L1397,2025-10-21,506,BookMyShow,ALGWD088ZM,INR
L1398,2025-11-10,1485,Apple Store,MFA48376GI,INR
L1399,2025-11-12,785,Swiggy,BB5OOB6MRA,INR
L1400,2025-10-12,1003,Spotify,N5EEQW9JZ6,INR
L1401,2025-10-16,25017,Air India,5HES1LASGF,INR
L1402,2025-10-21,25006,Uber,5D61P62GJ1,INR
L1403,2025-11-13,4994,Apple Store,RQ0L3ZOYKG,INR
L1404,2025-11-04,1485,IndiGo,ZRWT18V56R,INR
L1405,2025-10-12,1013,BigBasket,M5L66DRV21,INR
L1406,2025-10-02,10014,Air India,6E9O0NHN3N,INR
L1407,2025-10-08,786,Air India,AXPH92VBDZ,INR
L1408,2025-10-06,1490,DMart,MRRUMJTMIJ,INR
L1409,2025-11-10,808,Netflix,RBS227EMDS,INR
L1410,2025-10-17,1517,Uber,MYCHWKG6JG,INR
L1411,2025-11-27,519,Ola,AZQLMOVS9C,INR
L1412,2025-11-05,25019,Google Play,1Y4SCZOOD6,INR
L1413,2025-10-21,789,Ola,G6UN2DQT37,INR
L1414,2025-10-15,312,Uber,JF467ZYC9K,INR
L1415,2025-11-05,1004,IndiGo,8ZROT2Q6PC,INR
L1416,2025-10-28,25002,BigBasket,QS38VR13B5,INR
L1417,2025-10-12,14993,Spotify,CCVAR9NSR2,INR
L1418,2025-10-16,14983,Paytm Mall,EUTEUIDRNX,INR
L1419,2025-10-24,1491,Paytm Mall,FG9BWWGPCM,INR
L1420,2025-10-29,4991,IRCTC,NU0BXT8G5C,INR
L1421,2025-10-09,499,Spotify,L86AW890SO,INR
L1422,2025-11-25,188,Myntra,V1ZRZJEPRF,INR
L1423,2025-10-09,495,Spotify,0DJCVC6IB9,INR
L1424,2025-10-31,4982,Apple Store,OID9AWUZE7,INR
L1425,2025-11-22,285,Netflix,QIWXCA5N3D,INR
L1426,2025-10-13,296,IndiGo,0MY52YKQHV,INR
L1427,2025-10-13,5017,IndiGo,YO03DY76Q9,INR
L1428,2025-11-18,1018,MakeMyTrip,8KJMYG61YS,INR
L1429,2025-11-13,210,Myntra,9YZ4WVEEJQ,INR
L1430,2025-10-05,9985,Spotify,FXUZTE975B,INR
L1431,2025-10-29,4979,MakeMyTrip,OBWS9SJFXP,INR
L1432,2025-10-27,308,BigBasket,46R2O05003,INR
L1433,2025-11-01,15016,Ola,4Z0SU9WSQA,INR
L1434,2025-10-16,24999,IndiGo,MTGU0JO6CO,INR
L1435,2025-11-04,9998,Amazon India,898P92LO4P,INR
L1436,2025-11-24,999,IRCTC,DP46MN5FXY,INR
L1437,2025-11-02,14991,BigBasket,1BGYTPAG1W,INR
L1438,2025-10-16,804,Zomato,OJ5ZX7Z9KP,INR
L1439,2025-11-24,1003,IRCTC,UXU7K627L1,INR
L1440,2025-11-28,1518,Apple Store,6IBIFU40QE,INR
L1441,2025-11-28,502,BigBasket,UQ686164VL,INR
L1442,2025-10-29,2489,Uber,XQNOVU21Z4,INR
L1443,2025-11-01,1019,Uber,JSSY3MGF91,INR
L1444,2025-11-14,4991,Air India,I91PKAL5ZS,INR
L1445,2025-10-16,1518,Spotify,1NM8VWIZCN,INR
L1446,2025-11-04,2481,Netflix,5K9BO48IV1,INR
L1447,2025-10-25,319,Reliance Mart,HXS8ILQHY5,INR
L1448,2025-10-23,4985,Swiggy,UGO8Y934QR,INR
L1449,2025-11-26,5001,Reliance Mart,JWXCT9D9BR,INR
L1450,2025-10-27,281,Zomato,HL3C1EAZKU,INR
L1451,2025-10-31,1511,BookMyShow,GAXN2A5GUR,INR
L1452,2025-11-27,14987,MakeMyTrip,6A40M6BY8E,INR
L1453,2025-11-03,24987,Air India,UTG09247DW,INR
L1454,2025-10-20,1515,Uber,7K21NIP46S,INR
L1455,2025-10-25,5001,IndiGo,MA322FFAI3,INR
L1456,2025-10-03,1506,BookMyShow,E5STW64YM7,INR
L1457,2025-11-17,9985,Paytm Mall,00AASZRY1A,INR
L1458,2025-10-16,15019,Swiggy,1R4D22TAZG,INR
L1459,2025-10-20,290,Ola,GC9TWMT3KU,INR
L1460,2025-11-09,992,DMart,PZVKCGCHBR,INR
L1461,2025-11-27,195,Ola,5CEBM6PQ04,INR
L1462,2025-11-14,1488,Apple Store,6KMCXN8S0N,INR
L1463,2025-11-14,5000,Spotify,X1UZWLW6BE,INR
L1464,2025-11-14,24989,Spotify,S7E5HV49RC,INR
L1465,2025-11-26,25011,Apple Store,1VSEN8O241,INR
L1466,2025-10-20,505,BigBasket,V3Y9V7YG1G,INR
L1467,2025-10-12,479,Amazon India,596P46NXAC,INR
L1468,2025-10-28,2481,IRCTC,F8BL8O9MO7,INR
L1469,2025-10-18,797,Paytm Mall,Y2JI32H53Y,INR
L1470,2025-10-21,1511,Spotify,DGQP9HC3X9,INR
L1471,2025-11-15,5015,IndiGo,XH9PWYYT8C,INR
L1472,2025-11-25,499,Apple Store,9EB3APLAFB,INR
L1473,2025-10-31,9983,BookMyShow,JSQ9UCHKOS,INR
L1474,2025-11-16,25001,Air India,E7EO4T7WH6,INR
L1475,2025-11-15,10013,Uber,YUHSD05DKW,INR
L1476,2025-10-27,1498,Reliance Mart,UAJDRSM8W6,INR
L1477,2025-10-20,1512,Reliance Mart,USHX9P2A96,INR
L1478,2025-11-29,15014,Air India,3UXUQP9GSR,INR
L1479,2025-11-26,1010,Swiggy,OO8RQHYB1H,INR
L1480,2025-11-25,1507,Reliance Mart,QZAC8SLN72,INR
L1481,2025-10-05,4988,Paytm Mall,0UUQUUDQCP,INR
L1482,2025-11-08,10009,Google Play,CSDVVZ7GYA,INR
L1483,2025-10-24,502,Apple Store,UJ1MW8V8KN,INR
L1484,2025-10-17,208,Myntra,1Q6GNN84F8,INR
L1485,2025-11-09,289,Uber,SUFRG27D8P,INR
L1486,2025-10-14,184,Air India,KXVK3LPZMQ,INR
L1487,2025-10-13,208,DMart,H6BPRA9Y0T,INR
L1488,2025-10-07,9990,Apple Store,1JFSBGGKYD,INR
L1489,2025-11-10,24989,BookMyShow,USLJANX671,INR
